Percentile	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0
Group	PAN	PAN	PAN	PAN	PAN	Vehicle	Vehicle	Vehicle	Vehicle	Vehicle
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;	731.0	1759.75	2160.5	2716.25	5550.0	694.0	1668.5	2146.0	3100.0	7786.0
Bacteria;Firmicutes;Bacilli;RF39;;	1.0	9.0	22.0	45.0	212.0	1.0	12.5	27.0	53.0	116.0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Limosilactobacillus	1.0	9.0	21.5	46.0	113.0	1.0	1.0	1.0	1.0	1.0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Blautia	1.0	1.0	1.0	14.0	291.0	1.0	1.0	6.0	23.5	133.0
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Dubosiella	1.0	328.5	749.5	1410.5	6013.0	5.0	68.0	637.0	2747.5	7884.0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;Oscillibacter	25.0	69.25	93.5	122.0	322.0	17.0	49.5	65.0	109.5	265.0
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Turicibacter	289.0	806.5	1184.0	1727.25	3216.0	73.0	398.5	871.0	1143.0	2503.0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus	159.0	1868.25	2878.0	4380.5	11354.0	39.0	1489.5	2196.0	3662.5	9592.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides	129.0	396.25	523.5	687.75	1532.0	90.0	281.0	466.0	701.0	2033.0
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;Enterorhabdus	18.0	60.5	91.5	108.0	164.0	26.0	58.5	81.0	106.0	176.0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Acetatifactor	2.0	34.25	49.0	73.25	158.0	6.0	19.5	38.0	66.0	255.0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;	59.0	165.25	230.0	321.5	594.0	49.0	128.5	189.0	317.5	948.0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;	134.0	385.25	602.0	857.5	2330.0	72.0	224.0	429.0	810.0	1947.0
