	SubjectID1	SubjectID2	Group1	Group2	Distance
0	Villapol_236_B	Villapol_234_B	CCI	CCI	0.09319570660591125
1	Villapol_237_B	Villapol_234_B	CCI	CCI	0.182732030749321
2	Villapol_237_B	Villapol_236_B	CCI	CCI	0.1815875619649887
3	Villapol_238_B	Villapol_234_B	CCI	CCI	0.1563178449869156
4	Villapol_238_B	Villapol_236_B	CCI	CCI	0.1715363711118698
5	Villapol_238_B	Villapol_237_B	CCI	CCI	0.04544457048177719
6	Villapol_239_B	Villapol_234_B	CCI	CCI	0.3502849340438843
7	Villapol_239_B	Villapol_236_B	CCI	CCI	0.3459233939647675
8	Villapol_239_B	Villapol_237_B	CCI	CCI	0.3899208903312683
9	Villapol_239_B	Villapol_238_B	CCI	CCI	0.3799472749233246
10	Villapol_240_B	Villapol_234_B	CCI	CCI	0.2596366405487061
11	Villapol_240_B	Villapol_236_B	CCI	CCI	0.2573377788066864
12	Villapol_240_B	Villapol_237_B	CCI	CCI	0.3193561732769012
13	Villapol_240_B	Villapol_238_B	CCI	CCI	0.3064692616462708
14	Villapol_240_B	Villapol_239_B	CCI	CCI	0.1406281888484955
15	Villapol_241_B	Villapol_234_B	CCI	CCI	0.3352847993373871
16	Villapol_241_B	Villapol_236_B	CCI	CCI	0.3425118923187256
17	Villapol_241_B	Villapol_237_B	CCI	CCI	0.2363413125276566
18	Villapol_241_B	Villapol_238_B	CCI	CCI	0.2461976557970047
19	Villapol_241_B	Villapol_239_B	CCI	CCI	0.3142677247524261
20	Villapol_241_B	Villapol_240_B	CCI	CCI	0.2525365054607391
21	Villapol_242_B	Villapol_234_B	CCI	CCI	0.2615272402763367
22	Villapol_242_B	Villapol_236_B	CCI	CCI	0.2746886909008026
23	Villapol_242_B	Villapol_237_B	CCI	CCI	0.3019706308841705
24	Villapol_242_B	Villapol_238_B	CCI	CCI	0.2797804176807404
25	Villapol_242_B	Villapol_239_B	CCI	CCI	0.1475599557161331
26	Villapol_242_B	Villapol_240_B	CCI	CCI	0.08931135386228561
27	Villapol_242_B	Villapol_241_B	CCI	CCI	0.2761455774307251
28	Villapol_243_B	Villapol_234_B	CCI	CCI	0.2739209532737732
29	Villapol_243_B	Villapol_236_B	CCI	CCI	0.3017455637454987
30	Villapol_243_B	Villapol_237_B	CCI	CCI	0.2880862057209015
31	Villapol_243_B	Villapol_238_B	CCI	CCI	0.2686825692653656
32	Villapol_243_B	Villapol_239_B	CCI	CCI	0.2408933639526367
33	Villapol_243_B	Villapol_240_B	CCI	CCI	0.1669898480176926
34	Villapol_243_B	Villapol_241_B	CCI	CCI	0.2036439478397369
