Percentile	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0
Group	CCI	CCI	CCI	CCI	CCI	Sham	Sham	Sham	Sham	Sham
Bacteria;Bacteroidota	1087.0	2719.0	3513.0	4321.0	7152.0	1958.0	3106.0	3932.5	5351.75	9037.0
Bacteria;Firmicutes	7369.0	13895.0	15161.0	16615.0	21709.0	8142.0	14323.25	16446.5	18229.75	28654.0
Bacteria;Actinobacteriota	57.0	125.0	198.0	263.0	1077.0	38.0	142.5	226.0	328.0	729.0
Bacteria;	1.0	1.0	6.0	18.0	73.0	1.0	4.75	9.5	39.5	106.0
Bacteria;Verrucomicrobiota	1.0	104.0	251.0	504.0	963.0	1.0	92.75	276.5	522.5	996.0
Bacteria;Proteobacteria	1.0	8.0	27.0	57.0	209.0	1.0	25.0	45.5	90.25	245.0
;	1.0	1.0	1.0	1.0	3.0	1.0	1.0	1.0	1.0	3.0
