task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
214	66/6f7171	340930	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_282_B)	COMPLETED	0	2024-01-29 10:23:58.369	12.3s	12s	103.8%	919.6 MB	2.4 GB	52.8 MB	4.5 MB
216	3e/995e91	341465	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_283_B)	COMPLETED	0	2024-01-29 10:24:07.641	3.8s	4s	204.8%	409.2 MB	6.2 GB	31.1 MB	5.8 MB
217	02/e3ddfc	341828	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_283_B)	COMPLETED	0	2024-01-29 10:24:10.662	13.9s	14s	103.4%	980.6 MB	2.5 GB	57.1 MB	6 MB
218	f9/168df1	342091	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_284_B)	COMPLETED	0	2024-01-29 10:24:11.441	13.7s	14s	103.4%	982.2 MB	2.5 GB	57.2 MB	5.9 MB
219	e4/2bfb32	342829	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_284_B)	COMPLETED	0	2024-01-29 10:24:24.550	3.8s	4s	234.5%	420 MB	6.1 GB	31.3 MB	5.9 MB
220	fb/a6c797	343461	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_285_B)	COMPLETED	0	2024-01-29 10:24:28.371	3.8s	4s	194.9%	428.5 MB	6.1 GB	31.6 MB	5.9 MB
222	13/0813f6	343995	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_286_B)	COMPLETED	0	2024-01-29 10:24:32.170	3.8s	3s	189.2%	400.4 MB	6.1 GB	30.2 MB	5.7 MB
221	9a/cc29a0	343042	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_285_B)	COMPLETED	0	2024-01-29 10:24:25.147	14.6s	14s	103.4%	984.4 MB	2.5 GB	57.6 MB	6 MB
223	4f/70909b	344522	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_286_B)	COMPLETED	0	2024-01-29 10:24:35.963	13.5s	13s	103.5%	964.3 MB	2.5 GB	56.2 MB	5.4 MB
224	bc/e1302b	345386	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_287_B)	COMPLETED	0	2024-01-29 10:24:49.497	3.8s	4s	210.2%	543.4 MB	6 GB	42.8 MB	5.8 MB
225	1b/220e8b	344769	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_287_B)	COMPLETED	0	2024-01-29 10:24:39.745	18.5s	19s	102.5%	1.1 GB	2.6 GB	68.8 MB	9.6 MB
226	c5/424f9c	346132	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_288_B)	COMPLETED	0	2024-01-29 10:24:58.231	3.8s	4s	186.6%	409.7 MB	6.2 GB	31.7 MB	5.8 MB
227	97/e2c086	345827	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_288_B)	COMPLETED	0	2024-01-29 10:24:53.319	13.9s	14s	103.3%	978.7 MB	2.5 GB	57.7 MB	5.8 MB
228	ec/409afc	346964	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_289_B)	COMPLETED	0	2024-01-29 10:25:07.199	3.8s	3s	189.6%	450.6 MB	6.1 GB	29.3 MB	5.9 MB
229	5c/0b183a	346634	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_289_B)	COMPLETED	0	2024-01-29 10:25:02.053	13.4s	13s	103.7%	961.2 MB	2.5 GB	55.2 MB	5.1 MB
230	e1/271a41	347798	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_290_B)	COMPLETED	0	2024-01-29 10:25:15.429	3.8s	4s	175.7%	404 MB	6.1 GB	25.1 MB	6 MB
232	ab/7ed9d1	348298	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_291_B)	COMPLETED	0	2024-01-29 10:25:19.229	3.8s	3s	180.4%	394.3 MB	6.1 GB	27.3 MB	5.8 MB
231	a0/7099d0	347464	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_290_B)	COMPLETED	0	2024-01-29 10:25:11.004	12.2s	12s	104.2%	896.3 MB	2.5 GB	51 MB	4 MB
233	63/f4ca15	348794	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_291_B)	COMPLETED	0	2024-01-29 10:25:23.027	12.8s	12s	102.8%	930.1 MB	2.4 GB	53.3 MB	4.9 MB
234	f4/4ca408	348900	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_35d_234)	COMPLETED	0	2024-01-29 10:25:23.225	12.8s	12s	104.1%	936.9 MB	2.4 GB	54.1 MB	4.8 MB
235	8f/22248b	349690	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_35d_234)	COMPLETED	0	2024-01-29 10:25:35.790	3.8s	4s	216.7%	397 MB	6.1 GB	28.1 MB	5.8 MB
236	78/88e7ae	349820	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_292_B)	COMPLETED	0	2024-01-29 10:25:35.991	3.8s	3s	202.6%	397.3 MB	6.1 GB	28.2 MB	5.8 MB
237	da/777dcb	350466	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_292_B)	COMPLETED	0	2024-01-29 10:25:39.583	12.9s	13s	103.8%	939 MB	2.5 GB	54 MB	5.1 MB
239	64/b86079	350622	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_293_B)	COMPLETED	0	2024-01-29 10:25:39.822	13.8s	13s	103.6%	988.1 MB	2.5 GB	56.6 MB	5.6 MB
238	24/477e56	351372	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_293_B)	COMPLETED	0	2024-01-29 10:25:52.499	3.8s	4s	206.4%	428.7 MB	6.1 GB	30.7 MB	5.9 MB
241	76/4c19f3	351973	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_35d_236)	COMPLETED	0	2024-01-29 10:25:56.291	3.8s	4s	174.7%	389.8 MB	6.1 GB	22.3 MB	5.9 MB
240	21/5d22a4	351564	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_35d_236)	COMPLETED	0	2024-01-29 10:25:53.577	11.1s	11s	104.1%	833 MB	2.4 GB	48.2 MB	3.1 MB
242	08/c8e637	352884	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_35d_237)	COMPLETED	0	2024-01-29 10:26:04.645	3.8s	4s	187.5%	407.8 MB	6.1 GB	28.7 MB	5.7 MB
243	5f/46d5f3	352493	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_35d_237)	COMPLETED	0	2024-01-29 10:26:00.094	13.4s	13s	103.7%	947.8 MB	2.5 GB	54.8 MB	5.3 MB
244	4c/128233	353715	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_35d_238)	COMPLETED	0	2024-01-29 10:26:13.452	3.8s	4s	184.0%	401.5 MB	6.1 GB	30.4 MB	5.8 MB
245	20/966c7e	353357	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_35d_238)	COMPLETED	0	2024-01-29 10:26:08.447	13.8s	14s	103.4%	969.8 MB	2.5 GB	56.4 MB	5.8 MB
247	e0/dc41de	354578	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_35d_239)	COMPLETED	0	2024-01-29 10:26:22.294	3.8s	4s	191.0%	405.8 MB	6.1 GB	29.3 MB	5.7 MB
246	12/ac97d8	354245	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_35d_239)	COMPLETED	0	2024-01-29 10:26:17.252	13.6s	13s	103.7%	955.1 MB	2.5 GB	55.2 MB	5.4 MB
248	df/70ea8a	355463	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_35d_240)	COMPLETED	0	2024-01-29 10:26:30.853	3.8s	3s	191.5%	424.6 MB	6.2 GB	29.5 MB	5.7 MB
250	d1/e2ea82	355964	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_35d_241)	COMPLETED	0	2024-01-29 10:26:34.644	3.8s	4s	190.7%	436.3 MB	6.1 GB	31.4 MB	5.7 MB
249	9c/5f71ad	355104	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_35d_240)	COMPLETED	0	2024-01-29 10:26:26.094	13.6s	13s	103.6%	954.9 MB	2.5 GB	55.5 MB	5.4 MB
251	bf/eb2a34	356407	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_35d_241)	COMPLETED	0	2024-01-29 10:26:38.434	14.1s	14s	103.3%	991.9 MB	2.5 GB	57.4 MB	6.3 MB
252	25/7730fd	356574	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_35d_242)	COMPLETED	0	2024-01-29 10:26:39.657	13.5s	14s	103.4%	973.3 MB	2.5 GB	56.7 MB	5.6 MB
253	d0/eecd57	357312	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_35d_242)	COMPLETED	0	2024-01-29 10:26:52.569	3.8s	4s	202.4%	419.5 MB	6.1 GB	30.7 MB	5.7 MB
254	c1/e550d6	357499	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_35d_243)	COMPLETED	0	2024-01-29 10:26:53.156	4.9s	4s	173.2%	408.3 MB	6.1 GB	30.9 MB	5.8 MB
256	ab/fcab21	358348	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_35d_244)	COMPLETED	0	2024-01-29 10:26:58.016	2.8s	2s	201.3%	342.7 MB	6.1 GB	20.1 MB	5.9 MB
257	93/ac52e5	358788	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_35d_244)	COMPLETED	0	2024-01-29 10:27:00.822	9.7s	9s	104.7%	799.1 MB	2.4 GB	46.1 MB	2.3 MB
255	86/b0b354	358027	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_35d_243)	COMPLETED	0	2024-01-29 10:26:56.403	14.3s	14s	102.4%	973.1 MB	2.5 GB	56.9 MB	5.7 MB
258	29/60e070	359379	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_35d_245)	COMPLETED	0	2024-01-29 10:27:10.508	3.9s	4s	195.2%	407.8 MB	6.1 GB	28.3 MB	5.7 MB
260	f1/28f591	360029	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_35d_246)	COMPLETED	0	2024-01-29 10:27:14.378	3.8s	4s	184.4%	390.8 MB	6.1 GB	27.2 MB	5.8 MB
259	27/fc912b	359463	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_35d_245)	COMPLETED	0	2024-01-29 10:27:10.660	13.5s	14s	104.1%	939.6 MB	2.5 GB	54.3 MB	5 MB
261	4e/3953ca	360528	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_35d_246)	COMPLETED	0	2024-01-29 10:27:18.185	12.7s	12s	103.6%	930.1 MB	2.4 GB	53.2 MB	4.9 MB
262	45/7f139f	361403	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_35d_247)	COMPLETED	0	2024-01-29 10:27:30.907	3.8s	3s	195.2%	407.9 MB	6.1 GB	29.6 MB	5.8 MB
263	87/c88407	360924	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_35d_247)	COMPLETED	0	2024-01-29 10:27:24.136	13.8s	13s	103.6%	968.6 MB	2.5 GB	55.6 MB	5.6 MB
264	28/684254	361930	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_35d_248)	COMPLETED	0	2024-01-29 10:27:34.703	3.8s	4s	181.7%	399.4 MB	6.1 GB	30.6 MB	5.7 MB
265	d2/a7987b	362242	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_35d_248)	COMPLETED	0	2024-01-29 10:27:37.923	13.6s	13s	104.4%	971.5 MB	2.5 GB	56.7 MB	5.5 MB
267	4e/d782d1	362477	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_35d_249)	COMPLETED	0	2024-01-29 10:27:38.492	13.7s	14s	103.3%	973.8 MB	2.5 GB	56.5 MB	5.7 MB
266	a7/2200ff	363240	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_35d_249)	COMPLETED	0	2024-01-29 10:27:51.498	3.8s	4s	200.7%	406.7 MB	6.2 GB	30.5 MB	5.7 MB
268	0c/14ddd4	363868	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_35d_250)	COMPLETED	0	2024-01-29 10:27:55.307	3.8s	4s	178.4%	391.4 MB	6.1 GB	29.1 MB	5.7 MB
269	60/767cc9	363433	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_35d_250)	COMPLETED	0	2024-01-29 10:27:52.157	13.7s	13s	103.3%	949 MB	2.5 GB	55.1 MB	5.3 MB
271	41/3e8bab	364845	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_35d_251)	COMPLETED	0	2024-01-29 10:28:05.826	3.8s	3s	186.8%	435 MB	6.1 GB	31.1 MB	5.7 MB
270	f0/212173	364394	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_35d_251)	COMPLETED	0	2024-01-29 10:27:59.111	14.1s	14s	103.4%	987 MB	2.5 GB	57.1 MB	6 MB
272	32/ed0148	365590	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_35d_252)	COMPLETED	0	2024-01-29 10:28:13.211	3.8s	3s	203.4%	404.5 MB	6.1 GB	30.1 MB	5.7 MB
274	21/015d12	366081	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_35d_253)	COMPLETED	0	2024-01-29 10:28:17.017	3.8s	3s	177.8%	438.3 MB	6.1 GB	31 MB	5.8 MB
273	e8/943868	365344	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_35d_252)	COMPLETED	0	2024-01-29 10:28:09.639	14.2s	14s	103.5%	968.5 MB	2.5 GB	56.1 MB	5.8 MB
276	4e/42e5b9	366591	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_35d_254)	COMPLETED	0	2024-01-29 10:28:20.824	3.8s	3s	183.3%	387.1 MB	6.1 GB	28.5 MB	5.7 MB
277	55/cf1eeb	366904	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_35d_254)	COMPLETED	0	2024-01-29 10:28:23.863	12.8s	12s	104.2%	931.8 MB	2.4 GB	54.5 MB	4.8 MB
275	15/564d5c	367142	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_35d_253)	COMPLETED	0	2024-01-29 10:28:24.617	14s	14s	103.2%	983.1 MB	2.5 GB	57 MB	5.8 MB
278	a7/5872a6	368062	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_35d_255)	COMPLETED	0	2024-01-29 10:28:38.653	3.8s	4s	181.5%	409.7 MB	6.1 GB	28.2 MB	5.7 MB
279	48/97bccc	367874	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_35d_255)	COMPLETED	0	2024-01-29 10:28:36.616	13.4s	14s	103.8%	943.1 MB	2.5 GB	54.3 MB	5.2 MB
280	b4/a7ebdb	369066	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_35d_256)	COMPLETED	0	2024-01-29 10:28:50.045	3.8s	3s	197.3%	512.5 MB	6.1 GB	37.7 MB	5.7 MB
281	62/b64888	368560	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_35d_256)	COMPLETED	0	2024-01-29 10:28:42.456	16.1s	16s	103.0%	1.1 GB	2.6 GB	63.7 MB	7.9 MB
283	ee/0fc7b3	369868	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_35d_257)	COMPLETED	0	2024-01-29 10:28:58.595	3.8s	4s	212.1%	474.4 MB	6.1 GB	35 MB	5.7 MB
282	36/96c33a	369566	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_35d_257)	COMPLETED	0	2024-01-29 10:28:53.837	15.2s	14s	103.1%	1 GB	2.5 GB	61 MB	6.8 MB
284	c1/0e0033	370762	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_35d_261)	COMPLETED	0	2024-01-29 10:29:09.004	3.8s	3s	187.4%	402.4 MB	6.1 GB	28.3 MB	5.8 MB
285	e5/392e2b	370373	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_35d_261)	COMPLETED	0	2024-01-29 10:29:02.412	12.8s	13s	103.6%	934.2 MB	2.4 GB	54.3 MB	4.7 MB
286	4b/120dd6	371510	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_35d_258)	COMPLETED	0	2024-01-29 10:29:15.218	3.8s	4s	186.0%	402.2 MB	6.1 GB	25.8 MB	5.9 MB
288	20/9ddda8	372010	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_35d_259)	COMPLETED	0	2024-01-29 10:29:19.033	3.8s	3s	187.3%	400.4 MB	6.1 GB	27.8 MB	5.8 MB
287	9e/e48a1f	371275	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_35d_258)	COMPLETED	0	2024-01-29 10:29:12.839	12.6s	12s	104.0%	900 MB	2.5 GB	51.7 MB	4.2 MB
289	a6/e5c1b7	372539	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_35d_259)	COMPLETED	0	2024-01-29 10:29:22.832	12.8s	12s	103.7%	934.5 MB	2.4 GB	53.8 MB	4.8 MB
291	5c/bfd69d	372785	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_35d_262)	COMPLETED	0	2024-01-29 10:29:25.424	12.4s	12s	103.6%	920.2 MB	2.4 GB	52.6 MB	4.3 MB
290	bf/92488c	373429	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_35d_262)	COMPLETED	0	2024-01-29 10:29:35.601	3.8s	4s	177.4%	382.4 MB	6.1 GB	26.6 MB	5.9 MB
292	96/a5eaca	373739	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_35d_263)	COMPLETED	0	2024-01-29 10:29:37.848	3.9s	3s	205.4%	461.6 MB	6.1 GB	31.8 MB	5.7 MB
293	90/8a237c	374143	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_35d_263)	COMPLETED	0	2024-01-29 10:29:39.410	14.3s	14s	102.7%	1003.1 MB	2.5 GB	57.8 MB	6.1 MB
294	ad/0fc571	374499	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_35d_264)	COMPLETED	0	2024-01-29 10:29:41.722	14.8s	15s	103.2%	1 GB	2.5 GB	60.2 MB	6.7 MB
295	50/37abde	375175	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_35d_264)	COMPLETED	0	2024-01-29 10:29:53.671	3.8s	4s	196.1%	450.8 MB	6.1 GB	34.3 MB	5.7 MB
296	6d/3723ee	375484	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_35d_265)	COMPLETED	0	2024-01-29 10:29:56.503	3.8s	4s	200.0%	404.7 MB	6.1 GB	29.2 MB	5.8 MB
298	b7/3689d8	376158	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_35d_266)	COMPLETED	0	2024-01-29 10:30:00.347	3.8s	4s	202.1%	438.8 MB	6.1 GB	31.3 MB	5.8 MB
297	2c/919a20	375749	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_35d_265)	COMPLETED	0	2024-01-29 10:29:57.487	14s	14s	102.9%	952 MB	2.5 GB	55.2 MB	5.2 MB
300	c7/d674ea	377135	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_35d_267)	COMPLETED	0	2024-01-29 10:30:11.439	3.8s	4s	184.4%	451 MB	6.1 GB	31.6 MB	5.8 MB
299	17/675b2e	376685	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_35d_266)	COMPLETED	0	2024-01-29 10:30:04.163	14s	14s	103.1%	990.6 MB	2.5 GB	57.3 MB	5.7 MB
303	92/bed722	377850	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_35d_268)	COMPLETED	0	2024-01-29 10:30:18.160	9.7s	9s	105.0%	805.4 MB	2.4 GB	46.4 MB	2.4 MB
301	cf/6f8b8e	377633	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_35d_267)	COMPLETED	0	2024-01-29 10:30:15.251	14.3s	14s	103.3%	1004.7 MB	2.5 GB	57.6 MB	6.2 MB
302	d0/50a156	378582	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_35d_268)	COMPLETED	0	2024-01-29 10:30:27.902	3.8s	3s	188.1%	389.3 MB	6.1 GB	20.4 MB	5.8 MB
304	0e/f5a77a	379183	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_35d_269)	COMPLETED	0	2024-01-29 10:30:31.712	3.8s	4s	193.9%	403.1 MB	6.1 GB	26.8 MB	5.9 MB
306	a1/273628	379680	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_35d_270)	COMPLETED	0	2024-01-29 10:30:35.516	3.8s	4s	184.5%	411.6 MB	6.1 GB	30.6 MB	5.8 MB
305	5c/647224	378858	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_35d_269)	COMPLETED	0	2024-01-29 10:30:29.511	13s	13s	102.3%	922.8 MB	2.4 GB	52.7 MB	4.5 MB
307	33/2c6f60	380180	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_35d_270)	COMPLETED	0	2024-01-29 10:30:39.322	13.6s	13s	103.6%	978.1 MB	2.5 GB	56.6 MB	5.7 MB
308	ee/311f3a	380431	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_35d_271)	COMPLETED	0	2024-01-29 10:30:42.552	13.4s	13s	103.5%	961.4 MB	2.5 GB	55.1 MB	5.3 MB
309	16/9f4d64	381074	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_35d_271)	COMPLETED	0	2024-01-29 10:30:52.909	3.8s	3s	177.2%	447.9 MB	6.1 GB	29.1 MB	5.9 MB
311	92/fe7570	381435	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_35d_272)	COMPLETED	0	2024-01-29 10:30:55.926	3.8s	3s	168.3%	380 MB	6.1 GB	26.6 MB	5.9 MB
312	38/69681b	382114	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_35d_273)	COMPLETED	0	2024-01-29 10:30:59.715	3.8s	4s	178.8%	394.8 MB	6.1 GB	26.3 MB	5.9 MB
310	fc/187b28	381706	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_35d_272)	COMPLETED	0	2024-01-29 10:30:56.721	12.7s	13s	103.6%	910.4 MB	2.4 GB	52.6 MB	4.3 MB
313	0a/b5ee5e	382644	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_35d_273)	COMPLETED	0	2024-01-29 10:31:03.520	12s	12s	103.7%	906.6 MB	2.5 GB	52.3 MB	4.1 MB
314	ca/b8391b	383507	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_35d_274)	COMPLETED	0	2024-01-29 10:31:15.569	3.8s	4s	180.1%	462.9 MB	6.1 GB	34.9 MB	5.7 MB
315	2f/e97380	383057	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_35d_274)	COMPLETED	0	2024-01-29 10:31:09.388	15.4s	15s	103.3%	1 GB	2.6 GB	60.9 MB	7.2 MB
316	0f/e2fb47	384340	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_35d_275)	COMPLETED	0	2024-01-29 10:31:24.800	3.8s	4s	176.7%	401.6 MB	6.1 GB	31.2 MB	5.8 MB
317	52/3fc4f1	384007	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_35d_275)	COMPLETED	0	2024-01-29 10:31:19.356	13.8s	14s	103.6%	982.7 MB	2.5 GB	57.2 MB	5.8 MB
318	d9/c5b0cf	385142	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_35d_276)	COMPLETED	0	2024-01-29 10:31:33.132	3.8s	3s	212.6%	416.7 MB	6.1 GB	31.7 MB	5.7 MB
320	0d/4b153e	385614	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_35d_277)	COMPLETED	0	2024-01-29 10:31:36.950	3.8s	3s	182.6%	438.6 MB	6.2 GB	31.6 MB	5.8 MB
319	e0/c8dc13	384811	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_35d_276)	COMPLETED	0	2024-01-29 10:31:28.616	14.2s	14s	103.4%	981.3 MB	2.5 GB	57.6 MB	5.9 MB
321	b5/777d3e	386088	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_35d_277)	COMPLETED	0	2024-01-29 10:31:40.742	14s	14s	103.2%	988.2 MB	2.5 GB	57.6 MB	6.1 MB
323	78/d1d4d8	386278	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_35d_278)	COMPLETED	0	2024-01-29 10:31:42.831	14.6s	14s	103.2%	1022.9 MB	2.5 GB	60.2 MB	6.5 MB
