task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
105	c9/898706	297101	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_269_B)	CACHED	0	2024-01-29 10:17:31.927	318ms	36ms	52.2%	2.8 MB	3.9 MB	23.5 MB	23.4 MB
106	56/bde061	329578	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_269_B)	CACHED	0	2024-01-29 10:21:49.032	3.9s	3s	218.9%	460.8 MB	6.1 GB	35.9 MB	5.8 MB
107	35/d0caf2	328895	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_269_B)	CACHED	0	2024-01-29 10:21:32.884	16.1s	15s	102.2%	1 GB	2.6 GB	61.9 MB	7.2 MB
108	58/30360b	297380	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_270_B)	CACHED	0	2024-01-29 10:17:32.109	315ms	36ms	62.1%	2.8 MB	3.9 MB	16.5 MB	16.4 MB
109	0d/23c9ce	330052	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_270_B)	CACHED	0	2024-01-29 10:21:52.896	3.8s	3s	221.6%	403.1 MB	6.1 GB	28.9 MB	5.8 MB
110	4f/5bca65	330495	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_270_B)	CACHED	0	2024-01-29 10:21:56.740	13.9s	14s	102.3%	948.8 MB	2.5 GB	54.9 MB	5.1 MB
111	b1/be8e0b	297387	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_271_B)	CACHED	0	2024-01-29 10:17:32.114	316ms	32ms	46.2%	2.5 MB	3.9 MB	12.5 MB	12.4 MB
112	a3/bfe135	331680	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_271_B)	CACHED	0	2024-01-29 10:22:22.637	3.8s	4s	187.9%	396.5 MB	6.1 GB	24.9 MB	5.7 MB
113	41/befc3c	331115	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_271_B)	CACHED	0	2024-01-29 10:22:10.652	12s	12s	102.9%	870.2 MB	2.4 GB	50.9 MB	3.9 MB
114	c7/99aa8e	297611	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_272_B)	CACHED	0	2024-01-29 10:17:32.248	321ms	30ms	67.9%	2.8 MB	3.9 MB	14.1 MB	13.9 MB
115	32/fe2cdb	332095	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_272_B)	CACHED	0	2024-01-29 10:22:26.458	3.8s	4s	200.7%	404.5 MB	6.1 GB	26.6 MB	5.8 MB
116	16/a3598c	332508	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_272_B)	CACHED	0	2024-01-29 10:22:30.278	12.8s	13s	103.6%	912.5 MB	2.4 GB	52.5 MB	4.6 MB
117	8a/fce6f0	297935	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_273_B)	CACHED	0	2024-01-29 10:17:32.427	417ms	34ms	59.0%	2.8 MB	3.9 MB	17.3 MB	17.2 MB
119	a4/f701b2	334299	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_273_B)	CACHED	0	2024-01-29 10:22:50.709	13.8s	14s	103.4%	958.2 MB	2.5 GB	55.7 MB	5.6 MB
118	28/0bd84b	333829	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_273_B)	CACHED	0	2024-01-29 10:22:46.913	3.8s	3s	181.3%	401.1 MB	6.1 GB	29.7 MB	5.7 MB
120	0e/68b652	297943	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_274_B)	CACHED	0	2024-01-29 10:17:32.432	312ms	37ms	60.0%	2.8 MB	3.9 MB	16.9 MB	16.8 MB
121	20/d13dd6	333301	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_274_B)	CACHED	0	2024-01-29 10:22:43.103	3.8s	3s	199.4%	406.5 MB	6.1 GB	29.4 MB	5.8 MB
122	c0/af6f16	332942	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_274_B)	CACHED	0	2024-01-29 10:22:38.370	13.9s	14s	103.2%	952.4 MB	2.5 GB	55.4 MB	5.6 MB
123	1b/9eb108	298162	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_275_B)	CACHED	0	2024-01-29 10:17:32.571	322ms	49ms	44.4%	2.6 MB	3.9 MB	20.7 MB	20.6 MB
124	3d/69b715	334490	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_275_B)	CACHED	0	2024-01-29 10:22:52.241	3.8s	4s	197.7%	452.1 MB	6.1 GB	33.4 MB	5.8 MB
125	96/8be901	334990	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_275_B)	CACHED	0	2024-01-29 10:22:56.048	15s	15s	103.3%	1019.1 MB	2.5 GB	59.2 MB	7 MB
126	44/6a3715	298427	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_276_B)	CACHED	0	2024-01-29 10:17:32.746	309ms	36ms	59.0%	2.5 MB	3.9 MB	21.3 MB	21.2 MB
128	f4/cfc8b2	335966	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_276_B)	CACHED	0	2024-01-29 10:23:08.322	14.9s	15s	103.2%	1 GB	2.5 GB	59.7 MB	7.1 MB
127	0a/657adb	335523	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_276_B)	CACHED	0	2024-01-29 10:23:04.517	3.8s	4s	202.1%	445.2 MB	6.1 GB	33.8 MB	5.9 MB
129	bc/b19862	298523	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_277_B)	CACHED	0	2024-01-29 10:17:32.846	321ms	35ms	73.8%	2.8 MB	3.9 MB	19.9 MB	19.8 MB
131	05/6a11a9	336180	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_277_B)	CACHED	0	2024-01-29 10:23:11.046	14.5s	14s	103.1%	1003.6 MB	2.5 GB	58.3 MB	6.7 MB
130	2f/8ef7dd	336851	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_277_B)	CACHED	0	2024-01-29 10:23:23.197	3.8s	3s	207.3%	471.7 MB	6.1 GB	32.3 MB	5.7 MB
132	cc/6bee70	298646	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_278_B)	CACHED	0	2024-01-29 10:17:32.895	322ms	41ms	73.8%	2.8 MB	3.9 MB	20.5 MB	20.4 MB
134	ea/e0e588	337158	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_278_B)	CACHED	0	2024-01-29 10:23:25.526	15.4s	15s	101.7%	1016.9 MB	2.5 GB	59 MB	6.9 MB
133	0b/4581bf	337447	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_278_B)	CACHED	0	2024-01-29 10:23:26.988	3.8s	3s	193.4%	444.4 MB	6.1 GB	33 MB	5.7 MB
135	24/3965be	298838	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_279_B)	CACHED	0	2024-01-29 10:17:33.058	314ms	31ms	67.9%	2.5 MB	3.9 MB	10.7 MB	10.6 MB
137	30/736b6e	338467	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_279_B)	CACHED	0	2024-01-29 10:23:34.592	10.8s	11s	104.3%	848.1 MB	2.4 GB	49.1 MB	3.4 MB
136	db/dab5c7	337942	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_279_B)	CACHED	0	2024-01-29 10:23:30.798	3.8s	4s	172.0%	393.1 MB	6.1 GB	23.1 MB	5.7 MB
138	3a/dc46f3	299032	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_280_B)	CACHED	0	2024-01-29 10:17:33.170	301ms	33ms	60.0%	2.8 MB	3.9 MB	15.8 MB	15.7 MB
139	c1/ae3c19	339245	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_280_B)	CACHED	0	2024-01-29 10:23:45.366	3.8s	4s	169.8%	379.3 MB	6.1 GB	28.3 MB	5.7 MB
140	0b/14748e	338831	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_280_B)	CACHED	0	2024-01-29 10:23:40.896	13.7s	13s	103.6%	943 MB	2.5 GB	54.3 MB	5.5 MB
141	52/862716	299152	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_281_B)	CACHED	0	2024-01-29 10:17:33.219	323ms	40ms	75.0%	2.6 MB	3.9 MB	20.7 MB	20.6 MB
142	2d/6e64d4	339718	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_281_B)	CACHED	0	2024-01-29 10:23:49.168	3.8s	3s	203.0%	435.4 MB	6.1 GB	33.1 MB	5.7 MB
143	66/ee6ddb	340212	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_281_B)	CACHED	0	2024-01-29 10:23:52.949	14.7s	14s	103.2%	1011.5 MB	2.5 GB	59.1 MB	6.4 MB
144	11/3a0880	299384	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_282_B)	CACHED	0	2024-01-29 10:17:33.375	313ms	31ms	66.7%	2.8 MB	3.9 MB	14.4 MB	14.3 MB
145	4c/717af5	340403	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_282_B)	CACHED	0	2024-01-29 10:23:54.548	3.8s	4s	179.8%	389.1 MB	6.1 GB	26.9 MB	5.8 MB
146	66/6f7171	340930	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_282_B)	CACHED	0	2024-01-29 10:23:58.369	12.3s	12s	103.8%	919.6 MB	2.4 GB	52.8 MB	4.5 MB
147	71/540eb0	299573	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_283_B)	CACHED	0	2024-01-29 10:17:33.474	309ms	36ms	75.0%	2.8 MB	3.9 MB	18.7 MB	18.6 MB
148	3e/995e91	341465	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_283_B)	CACHED	0	2024-01-29 10:24:07.641	3.8s	4s	204.8%	409.2 MB	6.2 GB	31.1 MB	5.8 MB
149	02/e3ddfc	341828	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_283_B)	CACHED	0	2024-01-29 10:24:10.662	13.9s	14s	103.4%	980.6 MB	2.5 GB	57.1 MB	6 MB
150	3a/e46350	299708	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_284_B)	CACHED	0	2024-01-29 10:17:33.544	317ms	43ms	47.4%	2.6 MB	3.9 MB	18.7 MB	18.6 MB
152	f9/168df1	342091	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_284_B)	CACHED	0	2024-01-29 10:24:11.441	13.7s	14s	103.4%	982.2 MB	2.5 GB	57.2 MB	5.9 MB
151	e4/2bfb32	342829	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_284_B)	CACHED	0	2024-01-29 10:24:24.550	3.8s	4s	234.5%	420 MB	6.1 GB	31.3 MB	5.9 MB
153	50/86cdc8	299916	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_285_B)	CACHED	0	2024-01-29 10:17:33.690	320ms	37ms	49.3%	2.6 MB	3.9 MB	19.1 MB	19 MB
154	fb/a6c797	343461	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_285_B)	CACHED	0	2024-01-29 10:24:28.371	3.8s	4s	194.9%	428.5 MB	6.1 GB	31.6 MB	5.9 MB
155	9a/cc29a0	343042	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_285_B)	CACHED	0	2024-01-29 10:24:25.147	14.6s	14s	103.4%	984.4 MB	2.5 GB	57.6 MB	6 MB
156	96/9dd2d3	300056	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_286_B)	CACHED	0	2024-01-29 10:17:33.747	355ms	50ms	60.0%	2.6 MB	3.9 MB	17.8 MB	17.7 MB
157	13/0813f6	343995	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_286_B)	CACHED	0	2024-01-29 10:24:32.170	3.8s	3s	189.2%	400.4 MB	6.1 GB	30.2 MB	5.7 MB
158	4f/70909b	344522	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_286_B)	CACHED	0	2024-01-29 10:24:35.963	13.5s	13s	103.5%	964.3 MB	2.5 GB	56.2 MB	5.4 MB
159	c5/f0e819	300061	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_287_B)	CACHED	0	2024-01-29 10:17:33.749	355ms	59ms	51.6%	2.6 MB	3.9 MB	30.3 MB	30.2 MB
160	bc/e1302b	345386	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_287_B)	CACHED	0	2024-01-29 10:24:49.497	3.8s	4s	210.2%	543.4 MB	6 GB	42.8 MB	5.8 MB
161	1b/220e8b	344769	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_287_B)	CACHED	0	2024-01-29 10:24:39.745	18.5s	19s	102.5%	1.1 GB	2.6 GB	68.8 MB	9.6 MB
162	d5/559da2	300069	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_288_B)	CACHED	0	2024-01-29 10:17:33.752	354ms	48ms	60.8%	2.4 MB	3.9 MB	19.2 MB	19.1 MB
164	97/e2c086	345827	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_288_B)	CACHED	0	2024-01-29 10:24:53.319	13.9s	14s	103.3%	978.7 MB	2.5 GB	57.7 MB	5.8 MB
163	c5/424f9c	346132	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_288_B)	CACHED	0	2024-01-29 10:24:58.231	3.8s	4s	186.6%	409.7 MB	6.2 GB	31.7 MB	5.8 MB
165	fc/6f93d3	300202	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_289_B)	CACHED	0	2024-01-29 10:17:33.785	352ms	39ms	70.6%	2.6 MB	3.9 MB	16.8 MB	16.7 MB
166	ec/409afc	346964	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_289_B)	CACHED	0	2024-01-29 10:25:07.199	3.8s	3s	189.6%	450.6 MB	6.1 GB	29.3 MB	5.9 MB
167	5c/0b183a	346634	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_289_B)	CACHED	0	2024-01-29 10:25:02.053	13.4s	13s	103.7%	961.2 MB	2.5 GB	55.2 MB	5.1 MB
168	6b/1ef06e	300424	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_290_B)	CACHED	0	2024-01-29 10:17:33.864	349ms	38ms	50.0%	2.6 MB	3.9 MB	12.5 MB	12.4 MB
169	e1/271a41	347798	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_290_B)	CACHED	0	2024-01-29 10:25:15.429	3.8s	4s	175.7%	404 MB	6.1 GB	25.1 MB	6 MB
170	a0/7099d0	347464	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_290_B)	CACHED	0	2024-01-29 10:25:11.004	12.2s	12s	104.2%	896.3 MB	2.5 GB	51 MB	4 MB
171	06/7475d5	300718	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_291_B)	CACHED	0	2024-01-29 10:17:34.012	300ms	31ms	60.0%	2.6 MB	3.9 MB	14.8 MB	14.7 MB
172	ab/7ed9d1	348298	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_291_B)	CACHED	0	2024-01-29 10:25:19.229	3.8s	3s	180.4%	394.3 MB	6.1 GB	27.3 MB	5.8 MB
173	63/f4ca15	348794	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_291_B)	CACHED	0	2024-01-29 10:25:23.027	12.8s	12s	102.8%	930.1 MB	2.4 GB	53.3 MB	4.9 MB
174	fa/3cb8bc	301073	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_292_B)	CACHED	0	2024-01-29 10:17:34.104	365ms	43ms	66.7%	2.6 MB	3.9 MB	15.5 MB	15.4 MB
175	78/88e7ae	349820	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_292_B)	CACHED	0	2024-01-29 10:25:35.991	3.8s	3s	202.6%	397.3 MB	6.1 GB	28.2 MB	5.8 MB
176	da/777dcb	350466	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_292_B)	CACHED	0	2024-01-29 10:25:39.583	12.9s	13s	103.8%	939 MB	2.5 GB	54 MB	5.1 MB
177	4f/89d90a	301078	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_293_B)	CACHED	0	2024-01-29 10:17:34.107	364ms	43ms	62.3%	2.5 MB	3.9 MB	18.2 MB	18.1 MB
179	64/b86079	350622	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_293_B)	CACHED	0	2024-01-29 10:25:39.822	13.8s	13s	103.6%	988.1 MB	2.5 GB	56.6 MB	5.6 MB
178	24/477e56	351372	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_293_B)	CACHED	0	2024-01-29 10:25:52.499	3.8s	4s	206.4%	428.7 MB	6.1 GB	30.7 MB	5.9 MB
180	96/477602	301084	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_35d_234)	CACHED	0	2024-01-29 10:17:34.109	340ms	39ms	57.1%	2.6 MB	3.9 MB	15.7 MB	15.6 MB
181	8f/22248b	349690	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_35d_234)	CACHED	0	2024-01-29 10:25:35.790	3.8s	4s	216.7%	397 MB	6.1 GB	28.1 MB	5.8 MB
182	f4/4ca408	348900	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_35d_234)	CACHED	0	2024-01-29 10:25:23.225	12.8s	12s	104.1%	936.9 MB	2.4 GB	54.1 MB	4.8 MB
183	19/88f52b	301195	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_35d_236)	CACHED	0	2024-01-29 10:17:34.139	333ms	40ms	50.0%	2.4 MB	3.9 MB	9.8 MB	9.7 MB
185	21/5d22a4	351564	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_35d_236)	CACHED	0	2024-01-29 10:25:53.577	11.1s	11s	104.1%	833 MB	2.4 GB	48.2 MB	3.1 MB
184	76/4c19f3	351973	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_35d_236)	CACHED	0	2024-01-29 10:25:56.291	3.8s	4s	174.7%	389.8 MB	6.1 GB	22.3 MB	5.9 MB
186	18/905a53	301416	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_35d_237)	CACHED	0	2024-01-29 10:17:34.214	345ms	52ms	45.0%	2.6 MB	3.9 MB	16.3 MB	16.2 MB
188	5f/46d5f3	352493	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_35d_237)	CACHED	0	2024-01-29 10:26:00.094	13.4s	13s	103.7%	947.8 MB	2.5 GB	54.8 MB	5.3 MB
187	08/c8e637	352884	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_35d_237)	CACHED	0	2024-01-29 10:26:04.645	3.8s	4s	187.5%	407.8 MB	6.1 GB	28.7 MB	5.7 MB
189	c1/e99af0	301589	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_35d_238)	CACHED	0	2024-01-29 10:17:34.314	355ms	43ms	50.0%	2.6 MB	3.9 MB	17.9 MB	17.8 MB
190	4c/128233	353715	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_35d_238)	CACHED	0	2024-01-29 10:26:13.452	3.8s	4s	184.0%	401.5 MB	6.1 GB	30.4 MB	5.8 MB
191	20/966c7e	353357	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_35d_238)	CACHED	0	2024-01-29 10:26:08.447	13.8s	14s	103.4%	969.8 MB	2.5 GB	56.4 MB	5.8 MB
192	99/6d311d	302055	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_35d_239)	CACHED	0	2024-01-29 10:17:34.451	360ms	38ms	69.6%	2.5 MB	3.9 MB	16.8 MB	16.7 MB
193	e0/dc41de	354578	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_35d_239)	CACHED	0	2024-01-29 10:26:22.294	3.8s	4s	191.0%	405.8 MB	6.1 GB	29.3 MB	5.7 MB
194	12/ac97d8	354245	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_35d_239)	CACHED	0	2024-01-29 10:26:17.252	13.6s	13s	103.7%	955.1 MB	2.5 GB	55.2 MB	5.4 MB
195	28/a3f660	302105	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_35d_240)	CACHED	0	2024-01-29 10:17:34.471	346ms	40ms	36.9%	2.6 MB	3.9 MB	17 MB	16.9 MB
196	df/70ea8a	355463	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_35d_240)	CACHED	0	2024-01-29 10:26:30.853	3.8s	3s	191.5%	424.6 MB	6.2 GB	29.5 MB	5.7 MB
197	9c/5f71ad	355104	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_35d_240)	CACHED	0	2024-01-29 10:26:26.094	13.6s	13s	103.6%	954.9 MB	2.5 GB	55.5 MB	5.4 MB
198	a0/dfd7b0	302108	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_35d_241)	CACHED	0	2024-01-29 10:17:34.473	350ms	38ms	75.0%	2.6 MB	3.9 MB	18.9 MB	18.8 MB
199	d1/e2ea82	355964	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_35d_241)	CACHED	0	2024-01-29 10:26:34.644	3.8s	4s	190.7%	436.3 MB	6.1 GB	31.4 MB	5.7 MB
200	bf/eb2a34	356407	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_35d_241)	CACHED	0	2024-01-29 10:26:38.434	14.1s	14s	103.3%	991.9 MB	2.5 GB	57.4 MB	6.3 MB
201	63/fdb76c	302118	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_35d_242)	CACHED	0	2024-01-29 10:17:34.476	349ms	43ms	51.4%	2.5 MB	3.9 MB	18.2 MB	18.1 MB
203	25/7730fd	356574	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_35d_242)	CACHED	0	2024-01-29 10:26:39.657	13.5s	14s	103.4%	973.3 MB	2.5 GB	56.7 MB	5.6 MB
202	d0/eecd57	357312	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_35d_242)	CACHED	0	2024-01-29 10:26:52.569	3.8s	4s	202.4%	419.5 MB	6.1 GB	30.7 MB	5.7 MB
204	91/1a04f3	302400	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_35d_243)	CACHED	0	2024-01-29 10:17:34.561	348ms	49ms	58.5%	2.8 MB	3.9 MB	18.5 MB	18.3 MB
205	c1/e550d6	357499	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_35d_243)	CACHED	0	2024-01-29 10:26:53.156	4.9s	4s	173.2%	408.3 MB	6.1 GB	30.9 MB	5.8 MB
206	86/b0b354	358027	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_35d_243)	CACHED	0	2024-01-29 10:26:56.403	14.3s	14s	102.4%	973.1 MB	2.5 GB	56.9 MB	5.7 MB
207	2f/6bafb0	302577	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_35d_244)	CACHED	0	2024-01-29 10:17:34.672	348ms	34ms	42.9%	2.5 MB	3.9 MB	7.6 MB	7.5 MB
208	ab/fcab21	358348	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_35d_244)	CACHED	0	2024-01-29 10:26:58.016	2.8s	2s	201.3%	342.7 MB	6.1 GB	20.1 MB	5.9 MB
209	93/ac52e5	358788	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_35d_244)	CACHED	0	2024-01-29 10:27:00.822	9.7s	9s	104.7%	799.1 MB	2.4 GB	46.1 MB	2.3 MB
210	55/c15b0a	303066	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_35d_245)	CACHED	0	2024-01-29 10:17:34.814	344ms	40ms	68.6%	2.5 MB	3.9 MB	15.8 MB	15.7 MB
211	29/60e070	359379	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_35d_245)	CACHED	0	2024-01-29 10:27:10.508	3.9s	4s	195.2%	407.8 MB	6.1 GB	28.3 MB	5.7 MB
212	27/fc912b	359463	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_35d_245)	CACHED	0	2024-01-29 10:27:10.660	13.5s	14s	104.1%	939.6 MB	2.5 GB	54.3 MB	5 MB
213	ba/e4bc30	303073	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_35d_246)	CACHED	0	2024-01-29 10:17:34.820	345ms	39ms	72.7%	2.6 MB	3.9 MB	14.7 MB	14.6 MB
215	4e/3953ca	360528	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_35d_246)	CACHED	0	2024-01-29 10:27:18.185	12.7s	12s	103.6%	930.1 MB	2.4 GB	53.2 MB	4.9 MB
