task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
214	f1/28f591	360029	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_35d_246)	CACHED	0	2024-01-29 10:27:14.378	3.8s	4s	184.4%	390.8 MB	6.1 GB	27.2 MB	5.8 MB
216	c5/580546	303093	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_35d_247)	CACHED	0	2024-01-29 10:17:34.825	352ms	49ms	44.4%	2.5 MB	3.9 MB	17.1 MB	17 MB
217	45/7f139f	361403	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_35d_247)	CACHED	0	2024-01-29 10:27:30.907	3.8s	3s	195.2%	407.9 MB	6.1 GB	29.6 MB	5.8 MB
218	87/c88407	360924	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_35d_247)	CACHED	0	2024-01-29 10:27:24.136	13.8s	13s	103.6%	968.6 MB	2.5 GB	55.6 MB	5.6 MB
219	ca/e346d4	303110	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_35d_248)	CACHED	0	2024-01-29 10:17:34.829	353ms	47ms	64.0%	2.6 MB	3.9 MB	18.2 MB	18.1 MB
221	d2/a7987b	362242	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_35d_248)	CACHED	0	2024-01-29 10:27:37.923	13.6s	13s	104.4%	971.5 MB	2.5 GB	56.7 MB	5.5 MB
220	28/684254	361930	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_35d_248)	CACHED	0	2024-01-29 10:27:34.703	3.8s	4s	181.7%	399.4 MB	6.1 GB	30.6 MB	5.7 MB
222	e0/4d00f4	303379	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_35d_249)	CACHED	0	2024-01-29 10:17:34.911	347ms	40ms	52.9%	2.6 MB	3.9 MB	18 MB	17.9 MB
223	a7/2200ff	363240	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_35d_249)	CACHED	0	2024-01-29 10:27:51.498	3.8s	4s	200.7%	406.7 MB	6.2 GB	30.5 MB	5.7 MB
224	4e/d782d1	362477	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_35d_249)	CACHED	0	2024-01-29 10:27:38.492	13.7s	14s	103.3%	973.8 MB	2.5 GB	56.5 MB	5.7 MB
225	6e/09f6c7	303576	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_35d_250)	CACHED	0	2024-01-29 10:17:35.022	337ms	37ms	58.1%	2.8 MB	3.9 MB	16.7 MB	16.5 MB
226	0c/14ddd4	363868	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_35d_250)	CACHED	0	2024-01-29 10:27:55.307	3.8s	4s	178.4%	391.4 MB	6.1 GB	29.1 MB	5.7 MB
227	60/767cc9	363433	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_35d_250)	CACHED	0	2024-01-29 10:27:52.157	13.7s	13s	103.3%	949 MB	2.5 GB	55.1 MB	5.3 MB
228	eb/3cf5ba	304053	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_35d_251)	CACHED	0	2024-01-29 10:17:35.161	345ms	45ms	66.7%	2.8 MB	3.9 MB	18.6 MB	18.5 MB
230	f0/212173	364394	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_35d_251)	CACHED	0	2024-01-29 10:27:59.111	14.1s	14s	103.4%	987 MB	2.5 GB	57.1 MB	6 MB
229	41/3e8bab	364845	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_35d_251)	CACHED	0	2024-01-29 10:28:05.826	3.8s	3s	186.8%	435 MB	6.1 GB	31.1 MB	5.7 MB
231	72/ea2e77	304082	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_35d_252)	CACHED	0	2024-01-29 10:17:35.168	346ms	44ms	47.4%	2.4 MB	3.9 MB	17.6 MB	17.5 MB
232	32/ed0148	365590	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_35d_252)	CACHED	0	2024-01-29 10:28:13.211	3.8s	3s	203.4%	404.5 MB	6.1 GB	30.1 MB	5.7 MB
233	e8/943868	365344	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_35d_252)	CACHED	0	2024-01-29 10:28:09.639	14.2s	14s	103.5%	968.5 MB	2.5 GB	56.1 MB	5.8 MB
234	ea/0a2f24	304121	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_35d_253)	CACHED	0	2024-01-29 10:17:35.180	352ms	42ms	63.2%	2.8 MB	3.9 MB	18.6 MB	18.5 MB
235	21/015d12	366081	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_35d_253)	CACHED	0	2024-01-29 10:28:17.017	3.8s	3s	177.8%	438.3 MB	6.1 GB	31 MB	5.8 MB
236	15/564d5c	367142	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_35d_253)	CACHED	0	2024-01-29 10:28:24.617	14s	14s	103.2%	983.1 MB	2.5 GB	57 MB	5.8 MB
237	b8/27b6b2	304135	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_35d_254)	CACHED	0	2024-01-29 10:17:35.185	349ms	43ms	64.0%	2.6 MB	3.9 MB	16 MB	15.9 MB
238	4e/42e5b9	366591	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_35d_254)	CACHED	0	2024-01-29 10:28:20.824	3.8s	3s	183.3%	387.1 MB	6.1 GB	28.5 MB	5.7 MB
239	55/cf1eeb	366904	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_35d_254)	CACHED	0	2024-01-29 10:28:23.863	12.8s	12s	104.2%	931.8 MB	2.4 GB	54.5 MB	4.8 MB
240	9a/b9e0a3	304377	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_35d_255)	CACHED	0	2024-01-29 10:17:35.261	349ms	49ms	45.6%	2.5 MB	3.9 MB	15.8 MB	15.7 MB
241	a7/5872a6	368062	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_35d_255)	CACHED	0	2024-01-29 10:28:38.653	3.8s	4s	181.5%	409.7 MB	6.1 GB	28.2 MB	5.7 MB
242	48/97bccc	367874	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_35d_255)	CACHED	0	2024-01-29 10:28:36.616	13.4s	14s	103.8%	943.1 MB	2.5 GB	54.3 MB	5.2 MB
243	a6/002755	304568	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_35d_256)	CACHED	0	2024-01-29 10:17:35.361	343ms	41ms	58.1%	2.8 MB	3.9 MB	25.2 MB	25.1 MB
244	b4/a7ebdb	369066	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_35d_256)	CACHED	0	2024-01-29 10:28:50.045	3.8s	3s	197.3%	512.5 MB	6.1 GB	37.7 MB	5.7 MB
245	62/b64888	368560	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_35d_256)	CACHED	0	2024-01-29 10:28:42.456	16.1s	16s	103.0%	1.1 GB	2.6 GB	63.7 MB	7.9 MB
246	fb/9919a6	305026	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_35d_257)	CACHED	0	2024-01-29 10:17:35.508	341ms	44ms	64.9%	2.5 MB	3.9 MB	22.5 MB	22.4 MB
247	ee/0fc7b3	369868	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_35d_257)	CACHED	0	2024-01-29 10:28:58.595	3.8s	4s	212.1%	474.4 MB	6.1 GB	35 MB	5.7 MB
248	36/96c33a	369566	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_35d_257)	CACHED	0	2024-01-29 10:28:53.837	15.2s	14s	103.1%	1 GB	2.5 GB	61 MB	6.8 MB
249	c4/274bf6	305057	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_35d_258)	CACHED	0	2024-01-29 10:17:35.517	372ms	37ms	58.1%	2.6 MB	3.9 MB	13.3 MB	13.2 MB
251	9e/e48a1f	371275	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_35d_258)	CACHED	0	2024-01-29 10:29:12.839	12.6s	12s	104.0%	900 MB	2.5 GB	51.7 MB	4.2 MB
250	4b/120dd6	371510	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_35d_258)	CACHED	0	2024-01-29 10:29:15.218	3.8s	4s	186.0%	402.2 MB	6.1 GB	25.8 MB	5.9 MB
252	dc/515dd2	305125	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_35d_259)	CACHED	0	2024-01-29 10:17:35.534	356ms	45ms	65.8%	2.6 MB	3.9 MB	15.3 MB	15.2 MB
253	20/9ddda8	372010	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_35d_259)	CACHED	0	2024-01-29 10:29:19.033	3.8s	3s	187.3%	400.4 MB	6.1 GB	27.8 MB	5.8 MB
254	a6/e5c1b7	372539	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_35d_259)	CACHED	0	2024-01-29 10:29:22.832	12.8s	12s	103.7%	934.5 MB	2.4 GB	53.8 MB	4.8 MB
255	30/46711a	305126	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_35d_261)	CACHED	0	2024-01-29 10:17:35.537	330ms	41ms	53.7%	2.4 MB	3.9 MB	15.9 MB	15.7 MB
257	e5/392e2b	370373	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_35d_261)	CACHED	0	2024-01-29 10:29:02.412	12.8s	13s	103.6%	934.2 MB	2.4 GB	54.3 MB	4.7 MB
256	c1/0e0033	370762	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_35d_261)	CACHED	0	2024-01-29 10:29:09.004	3.8s	3s	187.4%	402.4 MB	6.1 GB	28.3 MB	5.8 MB
258	c9/f63060	305374	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_35d_262)	CACHED	0	2024-01-29 10:17:35.612	338ms	45ms	32.0%	2.5 MB	3.9 MB	14.1 MB	14 MB
259	bf/92488c	373429	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_35d_262)	CACHED	0	2024-01-29 10:29:35.601	3.8s	4s	177.4%	382.4 MB	6.1 GB	26.6 MB	5.9 MB
260	5c/bfd69d	372785	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_35d_262)	CACHED	0	2024-01-29 10:29:25.424	12.4s	12s	103.6%	920.2 MB	2.4 GB	52.6 MB	4.3 MB
261	d3/9590a9	305560	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_35d_263)	CACHED	0	2024-01-29 10:17:35.707	350ms	40ms	52.2%	2.6 MB	3.9 MB	19.4 MB	19.3 MB
262	96/a5eaca	373739	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_35d_263)	CACHED	0	2024-01-29 10:29:37.848	3.9s	3s	205.4%	461.6 MB	6.1 GB	31.8 MB	5.7 MB
263	90/8a237c	374143	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_35d_263)	CACHED	0	2024-01-29 10:29:39.410	14.3s	14s	102.7%	1003.1 MB	2.5 GB	57.8 MB	6.1 MB
264	50/207790	306013	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_35d_264)	CACHED	0	2024-01-29 10:17:35.851	344ms	47ms	58.5%	2.6 MB	3.9 MB	21.8 MB	21.6 MB
265	50/37abde	375175	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_35d_264)	CACHED	0	2024-01-29 10:29:53.671	3.8s	4s	196.1%	450.8 MB	6.1 GB	34.3 MB	5.7 MB
266	ad/0fc571	374499	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_35d_264)	CACHED	0	2024-01-29 10:29:41.722	14.8s	15s	103.2%	1 GB	2.5 GB	60.2 MB	6.7 MB
267	53/81d462	306080	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_35d_265)	CACHED	0	2024-01-29 10:17:35.869	340ms	38ms	52.9%	2.5 MB	3.9 MB	16.8 MB	16.7 MB
268	6d/3723ee	375484	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_35d_265)	CACHED	0	2024-01-29 10:29:56.503	3.8s	4s	200.0%	404.7 MB	6.1 GB	29.2 MB	5.8 MB
269	2c/919a20	375749	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_35d_265)	CACHED	0	2024-01-29 10:29:57.487	14s	14s	102.9%	952 MB	2.5 GB	55.2 MB	5.2 MB
270	53/93b65c	306134	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_35d_266)	CACHED	0	2024-01-29 10:17:35.891	336ms	40ms	52.2%	2.6 MB	3.9 MB	18.8 MB	18.7 MB
271	b7/3689d8	376158	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_35d_266)	CACHED	0	2024-01-29 10:30:00.347	3.8s	4s	202.1%	438.8 MB	6.1 GB	31.3 MB	5.8 MB
272	17/675b2e	376685	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_35d_266)	CACHED	0	2024-01-29 10:30:04.163	14s	14s	103.1%	990.6 MB	2.5 GB	57.3 MB	5.7 MB
273	23/df0d22	306319	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_35d_267)	CACHED	0	2024-01-29 10:17:35.953	344ms	46ms	64.9%	2.6 MB	3.9 MB	19.1 MB	19 MB
274	c7/d674ea	377135	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_35d_267)	CACHED	0	2024-01-29 10:30:11.439	3.8s	4s	184.4%	451 MB	6.1 GB	31.6 MB	5.8 MB
275	cf/6f8b8e	377633	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_35d_267)	CACHED	0	2024-01-29 10:30:15.251	14.3s	14s	103.3%	1004.7 MB	2.5 GB	57.6 MB	6.2 MB
276	13/e207c9	306324	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_35d_268)	CACHED	0	2024-01-29 10:17:35.954	346ms	41ms	31.2%	2.6 MB	3.9 MB	7.9 MB	7.8 MB
277	d0/50a156	378582	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_35d_268)	CACHED	0	2024-01-29 10:30:27.902	3.8s	3s	188.1%	389.3 MB	6.1 GB	20.4 MB	5.8 MB
278	92/bed722	377850	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_35d_268)	CACHED	0	2024-01-29 10:30:18.160	9.7s	9s	105.0%	805.4 MB	2.4 GB	46.4 MB	2.4 MB
279	70/32e9ed	306553	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_35d_269)	CACHED	0	2024-01-29 10:17:36.059	342ms	36ms	60.0%	2.8 MB	3.9 MB	14.3 MB	14.2 MB
280	0e/f5a77a	379183	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_35d_269)	CACHED	0	2024-01-29 10:30:31.712	3.8s	4s	193.9%	403.1 MB	6.1 GB	26.8 MB	5.9 MB
281	5c/647224	378858	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_35d_269)	CACHED	0	2024-01-29 10:30:29.511	13s	13s	102.3%	922.8 MB	2.4 GB	52.7 MB	4.5 MB
282	5e/710da5	306934	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_35d_270)	CACHED	0	2024-01-29 10:17:36.197	342ms	40ms	67.6%	2.5 MB	3.9 MB	18.1 MB	18 MB
283	a1/273628	379680	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_35d_270)	CACHED	0	2024-01-29 10:30:35.516	3.8s	4s	184.5%	411.6 MB	6.1 GB	30.6 MB	5.8 MB
284	33/2c6f60	380180	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_35d_270)	CACHED	0	2024-01-29 10:30:39.322	13.6s	13s	103.6%	978.1 MB	2.5 GB	56.6 MB	5.7 MB
285	2a/ee3eeb	306986	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_35d_271)	CACHED	0	2024-01-29 10:17:36.211	341ms	41ms	61.5%	2.6 MB	3.9 MB	16.6 MB	16.5 MB
286	16/9f4d64	381074	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_35d_271)	CACHED	0	2024-01-29 10:30:52.909	3.8s	3s	177.2%	447.9 MB	6.1 GB	29.1 MB	5.9 MB
287	ee/311f3a	380431	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_35d_271)	CACHED	0	2024-01-29 10:30:42.552	13.4s	13s	103.5%	961.4 MB	2.5 GB	55.1 MB	5.3 MB
288	ee/0da4d5	307042	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_35d_272)	CACHED	0	2024-01-29 10:17:36.230	337ms	37ms	33.3%	2.6 MB	3.9 MB	14.1 MB	14 MB
289	92/fe7570	381435	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_35d_272)	CACHED	0	2024-01-29 10:30:55.926	3.8s	3s	168.3%	380 MB	6.1 GB	26.6 MB	5.9 MB
290	fc/187b28	381706	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_35d_272)	CACHED	0	2024-01-29 10:30:56.721	12.7s	13s	103.6%	910.4 MB	2.4 GB	52.6 MB	4.3 MB
291	b8/bb57fd	307305	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_35d_273)	CACHED	0	2024-01-29 10:17:36.299	340ms	36ms	56.2%	2.6 MB	3.9 MB	13.8 MB	13.7 MB
293	0a/b5ee5e	382644	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_35d_273)	CACHED	0	2024-01-29 10:31:03.520	12s	12s	103.7%	906.6 MB	2.5 GB	52.3 MB	4.1 MB
292	38/69681b	382114	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_35d_273)	CACHED	0	2024-01-29 10:30:59.715	3.8s	4s	178.8%	394.8 MB	6.1 GB	26.3 MB	5.9 MB
294	58/090fb2	307311	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_35d_274)	CACHED	0	2024-01-29 10:17:36.303	345ms	46ms	64.0%	2.5 MB	3.9 MB	22.5 MB	22.4 MB
295	ca/b8391b	383507	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_35d_274)	CACHED	0	2024-01-29 10:31:15.569	3.8s	4s	180.1%	462.9 MB	6.1 GB	34.9 MB	5.7 MB
296	2f/e97380	383057	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_35d_274)	CACHED	0	2024-01-29 10:31:09.388	15.4s	15s	103.3%	1 GB	2.6 GB	60.9 MB	7.2 MB
297	cf/345335	307547	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_35d_275)	CACHED	0	2024-01-29 10:17:36.404	343ms	38ms	60.0%	2.8 MB	3.9 MB	18.7 MB	18.6 MB
298	0f/e2fb47	384340	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_35d_275)	CACHED	0	2024-01-29 10:31:24.800	3.8s	4s	176.7%	401.6 MB	6.1 GB	31.2 MB	5.8 MB
299	52/3fc4f1	384007	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_35d_275)	CACHED	0	2024-01-29 10:31:19.356	13.8s	14s	103.6%	982.7 MB	2.5 GB	57.2 MB	5.8 MB
300	8d/31d887	307934	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_35d_276)	CACHED	0	2024-01-29 10:17:36.542	334ms	43ms	71.6%	2.6 MB	3.9 MB	19.1 MB	19 MB
301	d9/c5b0cf	385142	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_35d_276)	CACHED	0	2024-01-29 10:31:33.132	3.8s	3s	212.6%	416.7 MB	6.1 GB	31.7 MB	5.7 MB
302	e0/c8dc13	384811	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_35d_276)	CACHED	0	2024-01-29 10:31:28.616	14.2s	14s	103.4%	981.3 MB	2.5 GB	57.6 MB	5.9 MB
303	5f/9475ba	307984	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_35d_277)	CACHED	0	2024-01-29 10:17:36.554	328ms	42ms	64.9%	2.6 MB	3.9 MB	19.2 MB	19 MB
304	0d/4b153e	385614	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_35d_277)	CACHED	0	2024-01-29 10:31:36.950	3.8s	3s	182.6%	438.6 MB	6.2 GB	31.6 MB	5.8 MB
305	b5/777d3e	386088	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_35d_277)	CACHED	0	2024-01-29 10:31:40.742	14s	14s	103.2%	988.2 MB	2.5 GB	57.6 MB	6.1 MB
306	40/e5d168	308034	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_35d_278)	CACHED	0	2024-01-29 10:17:36.569	346ms	47ms	59.3%	2.8 MB	3.9 MB	21.8 MB	21.6 MB
307	c5/8107c6	386982	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_35d_278)	CACHED	0	2024-01-29 10:31:54.695	3.8s	4s	198.3%	434.7 MB	6.1 GB	34.2 MB	5.8 MB
308	78/d1d4d8	386278	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_35d_278)	CACHED	0	2024-01-29 10:31:42.831	14.6s	14s	103.2%	1022.9 MB	2.5 GB	60.2 MB	6.5 MB
309	7e/1c3c75	308299	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_35d_279)	CACHED	0	2024-01-29 10:17:36.641	350ms	38ms	53.7%	2.4 MB	3.9 MB	16.8 MB	16.7 MB
310	f3/e3dde3	387320	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_35d_279)	CACHED	0	2024-01-29 10:31:57.482	3.8s	4s	166.3%	374.5 MB	6.2 GB	29.3 MB	5.8 MB
311	61/4bdc87	387587	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_35d_279)	CACHED	0	2024-01-29 10:31:58.509	13.5s	13s	103.1%	958 MB	2.5 GB	55.2 MB	5.4 MB
312	aa/268d6b	308321	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_35d_280)	CACHED	0	2024-01-29 10:17:36.652	340ms	48ms	58.5%	2.4 MB	3.9 MB	20.3 MB	20.1 MB
313	91/ddda32	388705	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_35d_280)	CACHED	0	2024-01-29 10:32:11.997	3.8s	3s	197.2%	478.7 MB	6.1 GB	32.7 MB	5.7 MB
314	19/cff69b	388023	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_35d_280)	CACHED	0	2024-01-29 10:32:01.314	14.5s	14s	103.1%	1008.7 MB	2.5 GB	58.7 MB	6.5 MB
315	ac/4ef79a	308547	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_35d_281)	CACHED	0	2024-01-29 10:17:36.749	344ms	40ms	73.8%	2.6 MB	3.9 MB	21.7 MB	21.6 MB
316	7d/ac587f	389153	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_35d_281)	CACHED	0	2024-01-29 10:32:15.800	3.9s	4s	201.5%	478.5 MB	6.1 GB	34.2 MB	5.8 MB
317	f4/c326d3	389135	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_35d_281)	CACHED	0	2024-01-29 10:32:15.791	15.1s	14s	103.4%	1 GB	2.5 GB	60.2 MB	7 MB
318	5e/c488c2	308908	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_35d_282)	CACHED	0	2024-01-29 10:17:36.878	333ms	35ms	38.1%	2.5 MB	3.9 MB	16.4 MB	16.3 MB
319	1b/cadc03	390389	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_35d_282)	CACHED	0	2024-01-29 10:32:30.930	3.8s	3s	193.5%	415.9 MB	6.1 GB	28.8 MB	5.7 MB
320	48/659baa	389746	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_35d_282)	CACHED	0	2024-01-29 10:32:19.661	12.9s	13s	103.6%	942.3 MB	2.5 GB	54.8 MB	5.1 MB
321	cc/94a47a	308923	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_35d_283)	CACHED	0	2024-01-29 10:17:36.884	334ms	41ms	52.9%	2.5 MB	3.9 MB	11.2 MB	11.1 MB
322	1a/fbaee1	390661	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_35d_283)	CACHED	0	2024-01-29 10:32:32.583	3.8s	4s	192.8%	392.8 MB	6.1 GB	23.8 MB	5.8 MB
323	c6/9e52e7	391047	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_35d_283)	CACHED	0	2024-01-29 10:32:34.764	11.1s	11s	103.4%	850.4 MB	2.4 GB	49.7 MB	3.2 MB
