id	clr	W
;;;	-0.14835825859366025	0
Bacteria;;;	0.4336909929559667	0
Bacteria;Actinobacteriota;Actinobacteria;Bifidobacteriales	-0.6634330485671175	7
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales	0.18880432759420085	2
Bacteria;Bacteroidota;Bacteroidia;	-0.15849488629636443	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales	0.040867523183441	1
Bacteria;Firmicutes;;	-0.08875192110381969	0
Bacteria;Firmicutes;Bacilli;	-0.14969915731212202	0
Bacteria;Firmicutes;Bacilli;Acholeplasmatales	-0.29624222783989285	0
Bacteria;Firmicutes;Bacilli;Bacillales	-0.1448838751788073	0
Bacteria;Firmicutes;Bacilli;Erysipelotrichales	-0.2365876795116435	0
Bacteria;Firmicutes;Bacilli;Lactobacillales	-0.5315251746809455	3
Bacteria;Firmicutes;Bacilli;RF39	0.4807955965905126	1
Bacteria;Firmicutes;Bacilli;Staphylococcales	0.2984749038412948	1
Bacteria;Firmicutes;Clostridia;	0.023620016997462745	0
Bacteria;Firmicutes;Clostridia;Christensenellales	0.20949797917322943	1
Bacteria;Firmicutes;Clostridia;Clostridia UCG-014	0.018565771404094766	0
Bacteria;Firmicutes;Clostridia;Clostridia vadinBB60 group	-0.1997182757759275	0
Bacteria;Firmicutes;Clostridia;Clostridiales	0.4739328381093837	0
Bacteria;Firmicutes;Clostridia;Eubacteriales	-0.1861937956313735	0
Bacteria;Firmicutes;Clostridia;Lachnospirales	0.03702253965389968	0
Bacteria;Firmicutes;Clostridia;Monoglobales	-0.2392965922330259	0
Bacteria;Firmicutes;Clostridia;Oscillospirales	0.005843284767625523	0
Bacteria;Firmicutes;Clostridia;Peptococcales	0.2538755563828561	0
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales	0.15017652976873253	1
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales	0.62021400451516	2
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales	-0.19219697221315202	0
