"",".sample_name","MouseID","Genotype","Sex","Injury","Treatment","Timepoint","Project","gasseri"
"1","Villapol_35d_234",234,"WT","M","CCI","PAN","35d","PAN",17
"2","Villapol_35d_236",236,"WT","M","CCI","PAN","35d","PAN",0
"3","Villapol_35d_237",237,"WT","M","CCI","PAN","35d","PAN",9
"4","Villapol_35d_238",238,"WT","M","CCI","PAN","35d","PAN",16
"5","Villapol_35d_239",239,"WT","M","CCI","PAN","35d","PAN",41
"6","Villapol_35d_240",240,"WT","M","CCI","PAN","35d","PAN",35
"7","Villapol_35d_241",241,"WT","M","CCI","PAN","35d","PAN",61
"8","Villapol_35d_242",242,"WT","M","CCI","PAN","35d","PAN",28
"9","Villapol_35d_243",243,"WT","M","CCI","PAN","35d","PAN",27
