"",".sample_name","MouseID","Genotype","Sex","Injury","Treatment","Timepoint","Project","Lactobacillus"
"1","Villapol_35d_289",289,"WT","F","Sham","Vehicle","35d","PAN",5275
"2","Villapol_35d_290",290,"WT","F","Sham","Vehicle","35d","PAN",1253
"3","Villapol_35d_291",291,"WT","F","Sham","Vehicle","35d","PAN",331
"4","Villapol_35d_292",292,"WT","F","Sham","Vehicle","35d","PAN",1660
"5","Villapol_35d_293",293,"WT","F","Sham","Vehicle","35d","PAN",487
