id	clr	W
;;	-0.1408665812965344	3
Bacteria;;	0.06272463656737548	1
Bacteria;Actinobacteriota;Actinobacteria	0.136970219504097	3
Bacteria;Actinobacteriota;Coriobacteriia	-0.5601396749481489	6
Bacteria;Bacteroidota;Bacteroidia	-0.4635202461365724	6
Bacteria;Firmicutes;	-0.291066256306717	1
Bacteria;Firmicutes;Bacilli	-0.07691031646842905	3
Bacteria;Firmicutes;Clostridia	-0.11173231988893928	3
Bacteria;Proteobacteria;Gammaproteobacteria	1.10239536900176	9
Bacteria;Verrucomicrobiota;Verrucomicrobiae	0.3421451699721112	2
