Sample	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	>10	>50	>100	>500	>1k	>5k	>10k+
Villapol_248_B_2	9.515905442871734	2.0137166204581938	1.1655479352108566	0.9703779366700716	0.6201663505034292	0.5034291551145484	0.6001021450459653	0.39398803443747266	0.4924850430468408	6.2837443455420985	3.239457172041442	15.803297825769736	7.675470596818911	40.54611119217861	10.176200204290092	0.0
Villapol_249_B_1	4.694605613925043	1.552454132037008	0.9761643405990278	0.8075897757566253	0.7546652030735456	0.5292457268307982	0.535126234906696	0.5488474204171241	0.24698133918770582	8.205268935236004	3.9085777011133764	9.40685275207778	6.713580053316607	35.110553551826875	0.0	26.00948721969578
Villapol_249_B_2	8.068057080131723	1.662223616120433	1.064371961737494	0.7683863885839737	0.5390465736239611	0.5998118237415713	0.3293084522502744	0.39203387172651716	0.28226438764309236	6.190214834561706	3.5890700956562647	8.089618943076681	10.788772149913752	32.62309863572212	0.0	25.01372118551043
Villapol_250_B_1	4.842974887563456	1.7217750497037079	0.9323064450749898	0.8029802922385006	0.7527940239735943	0.5327465400428513	0.7296311309282529	0.4941417183006157	0.3126990561121084	7.539521686258614	4.362344856872624	13.529059779566468	8.817341285926613	25.191576427895846	29.43810681954176	0.0
Villapol_250_B_2	7.782732063234699	1.6445654062192365	0.9265157218136545	0.7566545061478178	0.6369795587468875	0.5790723261335341	0.47290906634238616	0.44781593220993304	0.3821877352481325	6.3562838998590925	3.5226899839789985	12.297565965989152	9.3886926477117	27.39205126720327	27.4132839191615	0.0
Villapol_251_B_1	4.456519575645389	1.5445552437252443	0.8956828088612886	0.7404311219919986	0.6866901534603213	0.5612945602197409	0.5294480603491173	0.4299277482534185	0.5732369976712247	7.961624967655899	4.193785951712744	9.100137338030692	5.147190541589539	32.17889771302323	0.0	31.000577217810154
Villapol_251_B_2	7.6829680937879425	1.5883441810473515	1.0449632770048367	0.5891602476065365	0.4876495292689238	0.4299277482534185	0.4179853108019347	0.41400449831810676	0.3761867797217412	6.277741286996676	3.630500985251089	7.663064031368802	7.55160128182162	32.22268665034533	0.0	29.623216098405685
Villapol_252_B_1	5.313489928874544	1.8369095292172215	1.2192935269858345	0.9324009324009324	0.5976929053852131	0.6574621959237344	0.5717928794851872	0.4781543243081705	0.44826967903890985	8.481262327416173	4.2834658219273605	14.745083975853207	6.815691431076046	37.72239156854542	15.89663897356205	0.0
Villapol_252_B_2	9.379793995178611	1.781124858047935	1.2013627398242783	0.7889546351084813	0.6176160022313869	0.4901081824158747	0.4462773693542924	0.5897236666467436	0.3048233817464586	6.648337417568187	2.2293945370868444	12.96395911780527	6.540752694598849	40.87223317992549	15.1455382224613	0.0
Villapol_253_B_1	4.915524090705331	1.6261419318937134	0.9970166787751379	0.6863184579475369	0.6260337285332261	0.45445411404634195	0.5193761303386766	0.408081245266103	0.2643253520473622	8.348662142735689	3.754656608906682	13.59652512636607	7.663889447080828	30.210378248033017	0.0	25.928616697324287
Villapol_253_B_2	7.912757176201443	1.6972469973567463	0.9274573756047795	0.7914302938494119	0.618304917069853	0.49155240907053316	0.45445411404634195	0.35861685190051473	0.27823721268143387	6.147496637967014	2.705084012180607	12.4124712101773	5.227768073825607	35.52316324795573	0.0	24.453959470112686
Villapol_254_B_1	4.6371688863641145	1.6831828988617477	1.060405226282901	0.7910959624650213	0.7574323044877864	0.5428264848829136	0.4123798102211282	0.4881230406699068	0.6059458435902291	7.889919838414442	3.9975593847966504	13.086747038650087	7.717393591281113	25.05628142818069	31.273538260851268	0.0
Villapol_254_B_2	9.280649708598961	1.7505102148162175	0.9720381240926591	0.833175534936565	0.6943129457804709	0.6564413305560816	0.48601906204632955	0.5554503566243767	0.34084453701950385	5.945843590229123	3.3158703107576426	9.402680468766437	8.260220076164027	28.931810052809865	28.574133686801744	0.0
Villapol_255_B_1	5.086863166113606	1.6904157720085886	0.9310950614874098	0.7027132539527621	0.5465547530743704	0.6324419285574858	0.519227015420652	0.5153230528986922	0.4391957837204763	7.8157329689634985	4.559828225649034	11.834862385321102	5.582666406402499	25.635369900448957	12.56490337692758	20.94280694905329
Villapol_255_B_2	8.430607066172165	1.47960179582276	0.9896544993168065	0.8744876049189929	0.5660745656841694	0.5973062658598477	0.43724380245949646	0.37478040210813973	0.2635174702322858	6.5293773179777475	4.026937341401522	10.568026546945148	6.874878001171189	25.98282256490338	11.963693148545774	20.040991606480578
Villapol_256_B_1	5.254590889291364	1.870744400375983	1.0660491987436669	0.7886471491781104	0.6648478873885233	0.5502189412870538	0.545633783442995	0.6969439922969348	0.4332974162635549	8.879158165019831	4.550769160228341	14.103945528324813	9.759508471079117	28.78791352392306	22.047731493156654	0.0
Villapol_256_B_2	8.876865586097802	1.6965084023017492	1.196726197299342	0.862009674683051	0.6763107819986702	0.6189963089479356	0.36910520644673195	0.2751094706435269	0.4745638368600839	7.246841972534905	4.076205323368257	13.205254590889293	8.477956853664688	31.68344070244618	20.264105091817786	0.0
Villapol_257_B_1	5.1500197394394	1.7804974338728778	1.1192262139755231	1.058033951835768	0.7599684168969602	0.5803395183576787	0.5941571259376234	0.5369127516778524	0.3730754046585077	7.844453217528622	3.9261744966442955	13.829451243584682	11.03237268061587	39.0998815633636	12.315436241610739	0.0
Villapol_257_B_2	8.75246742992499	1.8199763126727202	1.1547572048953811	0.9711804184761154	0.8685353335965259	0.5803395183576787	0.5941571259376234	0.37899723647848405	0.2487169364390051	6.194236083695223	3.2688511646269243	10.171733122779312	9.313067508882748	44.04461113304382	11.638373470193446	0.0
Villapol_258_B_1	5.846166722464011	2.0882156009373953	1.1173418145296286	0.8369601606963508	0.5754101104787412	0.5649481084700367	0.629812520924004	0.5356545028456646	0.3766320723133579	8.505607633076666	5.888014730498829	18.275025108804822	9.072648141948443	27.893789755607635	17.79377301640442	0.0
Villapol_258_B_2	9.294442584532977	1.8747907599598257	1.0294609976565114	0.6695681285570807	0.732340140609307	0.527284901238701	0.5565785068630733	0.4017408771342484	0.2636424506193505	6.622447271509876	3.3624874455975897	15.094576498158688	10.250669568128556	33.331938399732174	15.98803146970204	0.0
Villapol_259_B_1	4.670636045742368	1.6444570456478593	0.9923447689254324	0.7031471505528778	0.5008978357433135	0.49900765523107454	0.582175597769587	0.3931575465456951	0.2721859937624043	7.566392590492392	4.547774312446839	13.30309044513751	8.418864001512144	26.936962479916833	0.0	28.96890653057367
Villapol_259_B_2	8.131556563651829	1.7087231830639826	0.9753331443152821	0.6426613741612324	0.5954068613552594	0.3515735752764389	0.5160192798412249	0.31755032605613837	0.35724411681315565	6.078820527360363	3.876760230602023	12.787071165296284	7.320669123901332	29.500047254512808	0.0	26.840563273792643
Villapol_260_B_1	5.290975113595316	1.8099203406908875	1.2433696458107568	0.8365178045209984	0.6559060058176012	0.5475389265955626	0.7452613167550715	0.48670126808494457	0.42776478640278337	7.176942527424476	3.0627958706439284	19.304549516150495	8.380387459837639	33.23827449191049	16.793094925759043	0.0
Villapol_260_B_2	9.253027624099317	2.0190497918211374	1.231962584840016	0.7376566094412441	0.6939295423867374	0.4334683168881538	0.47909656077111734	0.5475389265955626	0.615981292420008	5.743455198768038	1.8403391699461966	15.083936956976368	6.2472670583090935	39.69086864769292	15.382421719044087	0.0
Villapol_261_B_1	4.579770071735113	1.5756664473890298	0.9162672681138991	0.7267487391535883	0.5873508128935251	0.46988065031482	0.5153024465119194	0.3257839175516085	0.2537355511700028	7.278451273376563	3.6024183190802868	12.296776618738841	7.217366788835636	26.28355730977665	8.114838830936941	25.256084954421574
Villapol_261_B_2	8.14773047645898	1.635184663095574	0.9491589136359365	0.6703630611158099	0.5716881245496976	0.6578329104407481	0.32891645522037405	0.476145725652351	0.140964195094446	5.915797387463584	3.6274786204304106	8.125802712777622	10.129060551953136	34.58478213200514	0.0	24.03909407010619
Villapol_262_B_1	5.444569810402425	1.7831463905665805	1.095108515298334	0.9114842591978053	0.6083936196101856	0.5442357469967478	0.6504280878741621	0.4424680869892259	0.3982212782903033	8.844937058914626	3.701245547664875	14.546138359770802	6.741001305280856	25.52598393840844	0.0	28.76263799473463
Villapol_262_B_2	10.80949536514679	1.7477489436074423	1.1150195792128492	0.7079489391827615	0.7300723435322227	0.47786553394836395	0.4800778743833101	0.3893719165505188	0.3384880865467578	6.8405566248534315	3.9069932081148644	13.227583460542908	4.0198225702971175	29.063516293887304	0.0	26.14543926019336
Villapol_263_B_1	4.007331311942798	1.5522469113454316	0.9096257410508214	0.5340091415124225	0.5656876499072272	0.5566366475087116	0.3801421007376567	0.4887541295198443	0.28510657555324254	7.844956328913427	4.095578585328325	10.055663664750872	5.871837806037019	27.3951215097072	0.0	35.457301896185
Villapol_263_B_2	7.661673530343485	1.3983798705706656	0.9842965108385754	0.7331311942797665	0.5204326379146491	0.4344481151287505	0.4434991175272661	0.398244105534688	0.3462008417432231	6.742996786894148	4.41688917047563	9.24786170068335	7.587002760555732	25.849662850160655	0.0	33.23528080734942
Villapol_264_B_1	4.5477627941093495	1.6099606913803157	0.9140664673023755	0.78241080328763	0.7993379600895258	0.5868081024657225	0.5924504880663545	0.4363444864488706	0.541669017660667	7.293723786416898	3.44749760198612	8.514359871353609	9.148187853824597	32.53587616844402	28.24954390716395	0.0
Villapol_264_B_2	8.941300381801426	1.76794748819801	0.970490323308695	0.8275498880926857	0.5454306080610882	0.541669017660667	0.5792849216648799	0.541669017660667	0.423178920047396	6.05616054467829	2.204291974646881	8.134439240911057	10.46286369877184	31.24565066109951	26.758073313396903	0.0
Villapol_265_B_1	4.2611485633944985	1.4564331807202855	0.9192833195140415	0.7354266556112333	0.6669310357258733	0.49749450232524606	0.4542341108187029	0.5623850895850607	0.3893435235588882	6.96852806517899	5.400338873066801	10.501460038213347	6.144778110241898	11.759616424528643	23.854500883232994	25.428097624283502
Villapol_265_B_2	7.478640181693644	1.3771224629582899	0.9192833195140415	0.6777461336025091	0.5047045675763365	0.49749450232524606	0.517322181765745	0.43260391506543133	0.2595623490392588	6.867587151663724	3.2625545261184614	9.513681098813946	5.5932081185334726	14.59497458451999	22.133097804535133	25.37041710227478
Villapol_266_B_1	4.45324626665953	1.4184017556067012	0.9473853235561741	0.8349836749986619	0.7761066209923461	0.5941229995182786	0.7306107156238292	0.6208852967938768	0.36129101322057483	7.571053899266714	4.380988064015415	11.114382058555906	5.333725847026709	14.352620028903281	14.780816785312851	31.729379649949152
Villapol_266_B_2	9.17411550607504	1.621795214901247	1.035700904565648	0.6422951346143553	0.5887705400631591	0.6422951346143553	0.48707381041588604	0.6208852967938768	0.24086067548038326	7.081303859123267	3.1766846866134992	12.22234116576567	7.300754696783172	25.507145533372583	0.0	29.657977840817857
Villapol_267_B_1	3.495546215246983	1.0102957621563258	0.7982107739174025	0.6246866926310107	0.5012917903829098	0.46273088343037827	0.48586742760189716	0.35476034396329004	0.22558130567230944	7.249450507075926	2.0726487486985694	8.54895307137624	4.18385840434967	7.2533065977711795	30.112212239231866	32.620599236494044
Villapol_267_B_2	7.012300929317858	1.2185246596999961	0.6709597809740485	0.555277060116454	0.4145297497397139	0.33547989048702426	0.49936374503528325	0.5090039717734162	0.24293371380094858	7.228242008252034	1.9569660278409748	6.331700921605677	4.631164924999036	7.82207997532102	28.413604287972856	32.15786835306366
Villapol_268_B_1	4.4778226375674075	1.6149524266636552	0.9571134137045089	0.8921765154295717	0.8893531720263135	0.6267822355233067	0.612665518507016	0.49690843897343234	0.48279172195714165	7.987238487817273	4.460882577147859	10.906575566786188	6.459809706654621	17.041700782066123	42.09322679917558	0.0
Villapol_268_B_2	8.684604308422033	1.654479234309269	0.8978232022360879	0.8470030209774415	0.6352522657330811	0.42350151048872076	0.5533753070385952	0.7001891640080183	0.48279172195714165	7.0640051949518625	3.941387390948361	8.032411982269403	11.714051780118016	27.840989299528502	26.528134617013464	0.0
Villapol_269_B_1	4.473186036352083	1.466791988244483	0.9491785700101933	0.8048822462569004	0.5493850858496936	0.5480612663657184	0.4540700830034817	0.296535564410437	0.3336025099617416	6.833556176279802	3.4631117700790317	15.054475171765578	6.158408239452468	28.284727094613377	7.923059611591364	22.406968585763646
Villapol_269_B_2	8.156051840770992	1.6759554667125591	0.9015210685870875	0.8101775241928011	0.43686042971180455	0.48451793113491043	0.5467374468817432	0.3388977878976423	0.29785938389441213	5.8499582996862545	2.437151669998279	12.548484888600592	7.078462780815207	29.886548670223327	7.418684388196825	21.13213042269556
Villapol_270_B_1	4.5552043350643485	1.678332204410326	0.9595845563332581	0.8052984119816362	0.6867614961992926	0.7676676450666065	0.44780612628885375	0.5719876571084519	0.49108150824113794	7.351170316851058	3.307744411831113	10.786859336193272	9.356890193422142	25.470384586437874	9.605253255061339	23.157973959509295
Villapol_270_B_2	8.79807330473395	1.674569127718823	1.0047414766312939	0.7450891849175886	0.6209076540979905	0.5418830435764281	0.553172273650937	0.3612553623842854	0.32174305712350415	6.837510348460901	3.539173628358546	10.021073229472417	8.147061037103937	34.80281478136524	0.0	22.030932490404155
Villapol_271_B_1	5.534486245954692	1.9215210355987056	1.1301577669902914	0.7888349514563107	0.6826456310679612	0.6067961165048543	0.42475728155339804	0.5056634304207119	0.5233616504854369	7.9566140776699035	7.0565331715210355	12.505056634304207	13.334344660194175	22.360436893203882	24.668790453074433	0.0
Villapol_271_B_2	9.276395631067961	1.9468042071197411	1.137742718446602	0.5966828478964401	0.5941545307443366	0.5006067961165049	0.42475728155339804	0.34385113268608414	0.45509708737864074	6.922532362459546	4.5939522653721685	14.287520226537218	10.032362459546926	25.79389158576052	23.093648867313917	0.0
Villapol_272_B_1	4.986467467792574	1.6888600194868466	0.9548554725560247	0.8400995994370466	0.7794738551477752	0.8054563169860344	0.409223773952582	0.46768431308866515	0.3117895420591101	8.201797120277146	3.1049041896719713	9.795388113023709	13.96124282775793	18.46703475154271	35.225722637219874	0.0
Villapol_272_B_2	8.714950741582765	1.7061816607123526	0.8898993179603767	0.6668831871819855	0.6603875717224207	0.6365703150373497	0.39406733788026416	0.39839774818664064	0.409223773952582	6.627692973909278	3.3712244235141275	10.544549096026849	11.068528743098408	19.70120168886002	34.21024142037458	0.0
Villapol_273_B_1	5.3474188629928125	1.9458360560516954	1.0455238510128513	0.8204457997531401	0.7532854134901619	0.653452406883032	0.5209467799317505	0.3920714441298192	0.37573513395774344	8.095549263050897	5.089668191388949	16.77920569229652	6.392942714005663	34.696507659914325	17.091410731140638	0.0
Villapol_273_B_2	8.616496042982648	1.8224061569737893	0.9692877368764974	0.6752341537791331	0.6171494953895302	0.5445436724025267	0.4192986277499456	0.3920714441298192	0.408407754301895	6.029913599070646	3.279968053437886	15.428737384738255	8.119146155521673	36.02337907500181	16.65396064764394	0.0
Villapol_274_B_1	5.963166493390762	2.216693895737413	1.1473340264369523	0.8094460121788207	0.6497846428040992	0.43442744690331203	0.5978018713797713	0.38615773058072184	0.4845536907767711	7.528219218773207	5.46376058220704	18.478018713797713	15.000742611020348	24.99814347244913	15.84174959156394	0.0
Villapol_274_B_2	8.915045299272242	1.8862319916827563	1.303282340709936	0.8168721223822962	0.7426110203475419	0.49012327342937767	0.35088370711421357	0.37130551017377095	0.2673399673251151	5.816500816872122	3.38816278033566	12.717213723451657	17.12089707411258	30.575152235259175	15.23837813753156	0.0
Villapol_275_B_1	5.008002632641766	1.818916129418276	1.036602695466172	0.8017590833620032	0.5758903863700956	0.5833694822969799	0.4711830433937146	0.40686281842250915	0.3769464347149717	8.17614766726998	3.2668691008630875	15.246884956546452	9.728807981691173	30.350171271296727	0.0	22.151586316246092
Villapol_275_B_2	8.26290518002184	1.8129328526767685	1.0635274408029558	0.7120099322393909	0.6581604415658235	0.4846454160621064	0.513065980584267	0.3948962649394941	0.3904088073833635	5.672146350949097	3.9310128191704186	9.861935889189715	10.340598028510312	34.75087131467548	0.0	21.150883281228968
Villapol_276_B_1	5.653118759544226	2.0175026430165626	1.1276870668389523	1.0219664043228005	0.7488546928227418	0.4669329261130037	0.46252789850816395	0.39938916950546227	0.3700223188065312	7.092094443791848	4.32280042288265	15.769998825325974	12.501468342534947	24.71807823329026	7.675026430165629	15.652531422530247
Villapol_276_B_2	8.760131563491132	1.820744743333725	0.9823211558792434	0.8516386702690004	0.5432867379302243	0.5638435334194761	0.41113590978503467	0.4463761306237519	0.2643016562903794	5.374133677904382	2.0145659579466697	15.053447668272055	10.14477857394573	37.89204745683073	0.0	14.877246564078469
Villapol_277_B_1	4.848361426154521	1.9205464001503854	0.9869039413497087	0.883514004636882	0.6501033899367128	0.6673350460555173	0.3508991791465631	0.589009336424588	0.3242684378720471	7.232596027320007	4.343943856131337	17.53712638636506	10.124381226893915	27.46882636756689	22.072184973995864	0.0
Villapol_277_B_2	8.235165110595903	1.785826179585187	1.0385989097061221	0.7957892098502413	0.7754245253461997	0.4981515132527101	0.3618647784948932	0.3759634062284604	0.31016981013847983	5.922990162290871	3.178457296823109	14.170687386427721	10.458048749921673	30.8916598784385	21.20120308289993	0.0
Villapol_278_B_1	5.372752576544046	1.8295343413826826	0.9298126833671858	0.7221846084405326	0.6243887760475438	0.6951026856240127	0.4528699315429173	0.49349281576769727	0.35206499661475965	8.067403896787784	4.122470473181374	13.683893778680508	10.68381855111713	29.218385616489883	0.0	22.751824268411948
Villapol_278_B_2	8.45858722635974	1.7633340856089672	0.9252990295644324	0.6258933273151283	0.6695253140750771	0.3610923042202663	0.421274354923644	0.37312871436094186	0.31144211238997965	5.860227187241406	3.504099902204168	12.698412698412698	11.159256751673812	31.10659745730836	0.0	21.76182953434138
Villapol_279_B_1	6.225854383358098	2.1218424962852898	1.3105497771173849	0.9271916790490341	1.0104011887072808	0.8023774145616641	0.7280832095096582	0.45170876671619614	0.7221396731054978	9.355126300148589	6.047548291233284	13.551263001485884	11.720653789004459	29.61961367013373	15.405646359583953	0.0
Villapol_279_B_2	9.515601783060921	2.1753343239227343	1.2659732540861814	1.1173848439821694	0.7132243684992571	0.5527488855869243	0.6656760772659732	0.40416047548291234	0.2674591381872214	6.882615156017831	4.2436849925705795	14.475482912332838	14.722139673105497	42.99851411589896	0.0	0.0
Villapol_280_B_1	4.670704739928853	1.757523315065859	1.055667724257283	0.7999230843188154	0.6345543697721373	0.4614940871070089	0.5922507451206616	0.615325449476012	0.4845687914623594	7.870397077204115	6.076338813575618	17.132967983847706	3.078550139409672	38.69243341986348	16.077300259590423	0.0
Villapol_280_B_2	6.660897990577828	1.703682338236708	0.9691375829247189	0.7460821074896645	0.615325449476012	0.4038073262186328	0.44418805884049606	0.5999423132391116	0.3115085087972311	5.524468801076819	4.018844341890203	15.210075954235169	6.96471493125661	40.1692144986059	15.658109797134893	0.0
Villapol_281_B_1	5.201701762977473	1.7476738491674828	1.0834965719882468	0.8447600391772772	0.7728330068560235	0.6519343780607247	0.5463393731635651	0.465230166503428	0.42697110675808025	7.160565621939276	4.193192948090108	12.238308031341822	9.007713026444662	33.43535749265426	22.22392262487757	0.0
Villapol_281_B_2	8.917421645445641	1.7568560235063664	1.0651322233104799	0.7957884427032321	0.7039666993143977	0.44992654260528897	0.49277668952007836	0.4285014691478942	0.37187806072477964	5.5812316356513225	3.0714373163565134	12.342372673849166	7.950232615083251	42.34512732615083	13.727350636630753	0.0
Villapol_282_B_1	4.25751543112347	1.5252059238661022	1.1186247867029009	0.8426552065558575	0.5898586445891003	0.5435126082285281	0.5013798479007352	0.3707682908845773	0.4360740693926563	7.948345235838127	4.0510649055172845	6.517938022709558	7.663949103625524	34.98283090016642	0.0	28.650277022899157
Villapol_282_B_2	7.748214624281109	1.6010448924561291	1.011186247867029	0.7415365817691546	0.6214582148349449	0.39183467104847375	0.42764751732709766	0.5224462280646316	0.22751690577008152	6.56428405907013	3.2189428890433756	9.604162716720387	4.885293560007583	34.92173839769113	0.0	27.512692494048746
