"",".sample_name","MouseID","Genotype","Sex","Injury","Treatment","Timepoint","Project","helveticus"
"1","Villapol_35d_279",279,"WT","F","Sham","PAN","35d","PAN",2.47856649559384
"2","Villapol_35d_280",280,"WT","F","Sham","PAN","35d","PAN",2.59549622182557
"3","Villapol_35d_281",281,"WT","F","Sham","PAN","35d","PAN",2.23044892137827
"4","Villapol_35d_282",282,"WT","F","Sham","PAN","35d","PAN",2.12710479836481
"5","Villapol_35d_283",283,"WT","F","Sham","PAN","35d","PAN",1.92941892571429
