"",".sample_name","MouseID","Genotype","Sex","Injury","Treatment","Timepoint","Project","gasseri"
"1","Villapol_35d_234",234,"WT","M","CCI","PAN","35d","PAN",1.25527250510331
"2","Villapol_35d_236",236,"WT","M","CCI","PAN","35d","PAN",0
"3","Villapol_35d_237",237,"WT","M","CCI","PAN","35d","PAN",1
"4","Villapol_35d_238",238,"WT","M","CCI","PAN","35d","PAN",1.23044892137827
"5","Villapol_35d_239",239,"WT","M","CCI","PAN","35d","PAN",1.6232492903979
"6","Villapol_35d_240",240,"WT","M","CCI","PAN","35d","PAN",1.55630250076729
"7","Villapol_35d_241",241,"WT","M","CCI","PAN","35d","PAN",1.79239168949825
"8","Villapol_35d_242",242,"WT","M","CCI","PAN","35d","PAN",1.46239799789896
"9","Villapol_35d_243",243,"WT","M","CCI","PAN","35d","PAN",1.44715803134222
