"",".sample_name","MouseID","Genotype","Sex","Injury","Treatment","Timepoint","Project","gasseri"
"1","Villapol_35d_279",279,"WT","F","Sham","PAN","35d","PAN",1.64345267648619
"2","Villapol_35d_280",280,"WT","F","Sham","PAN","35d","PAN",1.32221929473392
"3","Villapol_35d_281",281,"WT","F","Sham","PAN","35d","PAN",0.954242509439325
"4","Villapol_35d_282",282,"WT","F","Sham","PAN","35d","PAN",1.39794000867204
"5","Villapol_35d_283",283,"WT","F","Sham","PAN","35d","PAN",1.34242268082221
