"",".sample_name","MouseID","Genotype","Sex","Injury","Treatment","Timepoint","Project","Lactobacillus"
"1","Villapol_35d_289",289,"WT","F","Sham","Vehicle","35d","PAN",3.72230478687433
"2","Villapol_35d_290",290,"WT","F","Sham","Vehicle","35d","PAN",3.0982975364947
"3","Villapol_35d_291",291,"WT","F","Sham","Vehicle","35d","PAN",2.52113808370404
"4","Villapol_35d_292",292,"WT","F","Sham","Vehicle","35d","PAN",3.22036963245139
"5","Villapol_35d_293",293,"WT","F","Sham","Vehicle","35d","PAN",2.68841982200271
