"",".sample_name","MouseID","Genotype","Sex","Injury","Treatment","Timepoint","Project","Lactobacillus"
"1","Villapol_35d_254",254,"WT","M","CCI","Vehicle","35d","PAN",3.13289976994448
"2","Villapol_35d_255",255,"WT","M","CCI","Vehicle","35d","PAN",3.39619934709574
"3","Villapol_35d_256",256,"WT","M","CCI","Vehicle","35d","PAN",3.22401481137286
"4","Villapol_35d_257",257,"WT","M","CCI","Vehicle","35d","PAN",1.6232492903979
"5","Villapol_35d_258",258,"WT","M","CCI","Vehicle","35d","PAN",3.53032778977809
"6","Villapol_35d_259",259,"WT","M","CCI","Vehicle","35d","PAN",3.16643011384328
"7","Villapol_35d_261",261,"WT","M","CCI","Vehicle","35d","PAN",2.75663610824585
"8","Villapol_35d_262",262,"WT","M","CCI","Vehicle","35d","PAN",3.33203427702752
"9","Villapol_35d_263",263,"WT","M","CCI","Vehicle","35d","PAN",3.04883008652835
