# Constructed from biom file
#OTU ID	Villapol_234_B	Villapol_236_B	Villapol_237_B	Villapol_238_B	Villapol_239_B	Villapol_240_B	Villapol_241_B	Villapol_242_B	Villapol_243_B	Villapol_244_B	Villapol_245_B	Villapol_246_B	Villapol_247_B	Villapol_248_B	Villapol_249_B	Villapol_250_B	Villapol_251_B	Villapol_252_B	Villapol_253_B	Villapol_254_B	Villapol_255_B	Villapol_256_B	Villapol_257_B	Villapol_258_B	Villapol_259_B	Villapol_260_B	Villapol_261_B	Villapol_262_B	Villapol_263_B	Villapol_264_B	Villapol_265_B	Villapol_266_B	Villapol_267_B	Villapol_268_B	Villapol_269_B	Villapol_270_B	Villapol_271_B	Villapol_272_B	Villapol_273_B	Villapol_274_B	Villapol_275_B	Villapol_276_B	Villapol_277_B	Villapol_278_B	Villapol_279_B	Villapol_280_B	Villapol_281_B	Villapol_282_B	Villapol_283_B	Villapol_284_B	Villapol_285_B	Villapol_286_B	Villapol_287_B	Villapol_288_B	Villapol_289_B	Villapol_290_B	Villapol_291_B	Villapol_292_B	Villapol_293_B	Villapol_35d_234	Villapol_35d_236	Villapol_35d_237	Villapol_35d_238	Villapol_35d_239	Villapol_35d_240	Villapol_35d_241	Villapol_35d_242	Villapol_35d_243	Villapol_35d_244	Villapol_35d_245	Villapol_35d_246	Villapol_35d_247	Villapol_35d_248	Villapol_35d_249	Villapol_35d_250	Villapol_35d_251	Villapol_35d_252	Villapol_35d_253	Villapol_35d_254	Villapol_35d_255	Villapol_35d_256	Villapol_35d_257	Villapol_35d_258	Villapol_35d_259	Villapol_35d_261	Villapol_35d_262	Villapol_35d_263	Villapol_35d_264	Villapol_35d_265	Villapol_35d_266	Villapol_35d_267	Villapol_35d_268	Villapol_35d_269	Villapol_35d_270	Villapol_35d_271	Villapol_35d_272	Villapol_35d_273	Villapol_35d_274	Villapol_35d_275	Villapol_35d_276	Villapol_35d_277	Villapol_35d_278	Villapol_35d_279	Villapol_35d_280	Villapol_35d_281	Villapol_35d_282	Villapol_35d_283	Villapol_35d_284	Villapol_35d_285	Villapol_35d_286	Villapol_35d_287	Villapol_35d_288	Villapol_35d_289	Villapol_35d_290	Villapol_35d_291	Villapol_35d_292	Villapol_35d_293
Bacteria;Bacteroidota;Bacteroidia	2083.0	2111.0	2738.0	3609.0	2647.0	2216.0	2999.0	2223.0	2926.0	4007.0	3944.0	2553.0	3407.0	3701.0	3661.0	3359.0	4112.0	4321.0	3610.0	3158.0	3370.0	2762.0	3590.0	2607.0	3550.0	3612.0	4437.0	2435.0	2794.0	3115.0	2213.0	1086.0	1762.0	1528.0	3747.0	3196.0	2559.0	2898.0	3253.0	2923.0	3423.0	4562.0	4570.0	3887.0	1957.0	2660.0	5048.0	3107.0	2876.0	2257.0	3099.0	3570.0	5299.0	4970.0	1965.0	2052.0	3339.0	2755.0	3574.0	3512.0	1335.0	4632.0	3603.0	5869.0	4320.0	6260.0	4635.0	6912.0	1663.0	3991.0	3734.0	4897.0	4513.0	4858.0	3502.0	6332.0	4418.0	3529.0	4808.0	6771.0	6563.0	7151.0	2533.0	3712.0	3414.0	2620.0	5305.0	4771.0	3981.0	2786.0	5274.0	1575.0	2718.0	3947.0	3228.0	2214.0	2825.0	5506.0	3391.0	3976.0	4002.0	6360.0	3693.0	6415.0	5156.0	3331.0	2385.0	7004.0	4365.0	9036.0	7786.0	6506.0	6856.0	3397.0	7347.0	4583.0	5862.0
Bacteria;Firmicutes;Bacilli	9352.0	11784.0	7767.0	10328.0	10493.0	10210.0	8087.0	8935.0	11271.0	11734.0	12901.0	9313.0	11138.0	7111.0	13120.0	10383.0	14195.0	9433.0	14989.0	9086.0	10561.0	8073.0	6914.0	6857.0	11134.0	7276.0	12851.0	9031.0	11908.0	11343.0	14906.0	9651.0	16754.0	9239.0	14776.0	11813.0	7350.0	11471.0	8886.0	8071.0	12010.0	8257.0	9654.0	12729.0	5476.0	9640.0	9256.0	11801.0	9344.0	9564.0	6981.0	9144.0	17465.0	1789.0	14946.0	13888.0	12214.0	12060.0	15975.0	11883.0	5013.0	9505.0	8718.0	9830.0	9166.0	9555.0	10744.0	4446.0	5916.0	11451.0	13442.0	10872.0	10089.0	10264.0	10484.0	9909.0	10405.0	10246.0	5736.0	8575.0	8967.0	5029.0	11520.0	11869.0	10112.0	13574.0	13395.0	11335.0	10363.0	14252.0	15102.0	5649.0	13761.0	13015.0	14799.0	10969.0	9809.0	12402.0	11173.0	7735.0	9895.0	3215.0	12967.0	11045.0	8883.0	8598.0	6025.0	11600.0	9579.0	14333.0	14147.0	7480.0	11891.0	5554.0	8601.0	7900.0	13181.0
Bacteria;Firmicutes;Clostridia	3108.0	4212.0	3138.0	4033.0	4451.0	3843.0	4766.0	3180.0	6318.0	3705.0	3627.0	6451.0	4880.0	6861.0	3494.0	5189.0	3444.0	4553.0	6717.0	3587.0	4664.0	4653.0	6980.0	6167.0	4348.0	6404.0	5053.0	3858.0	2452.0	4094.0	4238.0	1733.0	1685.0	2089.0	6633.0	4232.0	3661.0	3471.0	6852.0	7336.0	8588.0	11791.0	9101.0	8393.0	3438.0	5758.0	7518.0	2500.0	8003.0	9205.0	9151.0	6546.0	11188.0	10622.0	3106.0	1568.0	2827.0	4439.0	2957.0	3359.0	4131.0	4996.0	8303.0	4648.0	5747.0	7066.0	5114.0	7014.0	1452.0	4452.0	3642.0	6011.0	4350.0	4276.0	6918.0	4893.0	5105.0	6281.0	6183.0	4360.0	12627.0	10456.0	2964.0	2998.0	3928.0	1586.0	3634.0	7821.0	4626.0	5424.0	4240.0	1852.0	2400.0	5048.0	3230.0	3015.0	2963.0	6580.0	5515.0	6594.0	6496.0	10377.0	4537.0	6760.0	9049.0	5148.0	2653.0	2699.0	2202.0	3184.0	4968.0	7034.0	7662.0	2587.0	4842.0	7384.0	3401.0
Bacteria;Actinobacteriota;Coriobacteriia	17.0	30.0	29.0	43.0	55.0	36.0	30.0	37.0	61.0	92.0	98.0	104.0	134.0	96.0	117.0	107.0	110.0	152.0	163.0	112.0	72.0	80.0	47.0	31.0	38.0	25.0	73.0	58.0	94.0	53.0	81.0	53.0	44.0	58.0	79.0	126.0	86.0	106.0	94.0	89.0	107.0	68.0	161.0	69.0	44.0	126.0	97.0	100.0	86.0	176.0	211.0	173.0	312.0	90.0	43.0	49.0	118.0	140.0	85.0	96.0	29.0	61.0	59.0	75.0	65.0	117.0	112.0	156.0	65.0	139.0	96.0	95.0	370.0	780.0	579.0	317.0	803.0	826.0	64.0	93.0	80.0	101.0	35.0	69.0	68.0	106.0	105.0	49.0	146.0	88.0	78.0	58.0	99.0	114.0	63.0	84.0	88.0	98.0	69.0	104.0	99.0	37.0	124.0	178.0	93.0	201.0	71.0	98.0	60.0	189.0	265.0	111.0	221.0	191.0	329.0	256.0	637.0
Bacteria;;	25.0	3.0	0.0	13.0	2.0	4.0	0.0	8.0	44.0	17.0	16.0	39.0	18.0	4.0	10.0	5.0	15.0	0.0	9.0	14.0	0.0	19.0	3.0	62.0	18.0	4.0	1.0	50.0	4.0	0.0	9.0	0.0	13.0	0.0	23.0	5.0	0.0	0.0	0.0	35.0	69.0	62.0	5.0	16.0	16.0	6.0	13.0	0.0	43.0	28.0	37.0	4.0	105.0	5.0	5.0	0.0	4.0	10.0	0.0	0.0	6.0	41.0	18.0	3.0	13.0	23.0	0.0	0.0	1.0	3.0	0.0	0.0	21.0	0.0	9.0	10.0	21.0	1.0	8.0	0.0	14.0	1.0	0.0	0.0	4.0	0.0	2.0	0.0	33.0	0.0	72.0	36.0	24.0	17.0	16.0	37.0	2.0	11.0	1.0	66.0	57.0	91.0	5.0	0.0	3.0	23.0	4.0	0.0	0.0	0.0	6.0	56.0	81.0	30.0	0.0	78.0	7.0
Bacteria;Verrucomicrobiota;Verrucomicrobiae	403.0	220.0	224.0	313.0	459.0	420.0	497.0	289.0	584.0	361.0	176.0	79.0	14.0	234.0	175.0	15.0	100.0	250.0	23.0	548.0	389.0	360.0	122.0	311.0	652.0	609.0	962.0	218.0	503.0	137.0	146.0	4.0	39.0	102.0	280.0	100.0	324.0	184.0	321.0	435.0	558.0	88.0	127.0	118.0	625.0	347.0	916.0	681.0	276.0	187.0	780.0	432.0	371.0	222.0	485.0	273.0	548.0	627.0	185.0	529.0	61.0	543.0	150.0	124.0	122.0	158.0	563.0	928.0	61.0	485.0	292.0	18.0	280.0	786.0	20.0	932.0	842.0	30.0	610.0	655.0	893.0	767.0	346.0	610.0	475.0	160.0	526.0	0.0	201.0	11.0	664.0	73.0	97.0	197.0	108.0	103.0	38.0	158.0	0.0	77.0	57.0	33.0	9.0	6.0	24.0	275.0	29.0	216.0	53.0	529.0	576.0	93.0	361.0	395.0	519.0	995.0	328.0
Bacteria;Firmicutes;	0.0	2.0	1.0	0.0	2.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	4.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	4.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	4.0	0.0	0.0	3.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	33.0	0.0	3.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	52.0	0.0	0.0	0.0	0.0	4.0
Bacteria;Proteobacteria;Gammaproteobacteria	47.0	39.0	33.0	63.0	43.0	56.0	26.0	27.0	26.0	71.0	59.0	10.0	58.0	25.0	48.0	44.0	8.0	50.0	28.0	78.0	86.0	43.0	65.0	72.0	115.0	75.0	126.0	112.0	115.0	6.0	50.0	10.0	92.0	29.0	18.0	21.0	16.0	44.0	23.0	123.0	244.0	0.0	116.0	70.0	58.0	65.0	95.0	49.0	42.0	47.0	58.0	38.0	36.0	31.0	164.0	57.0	4.0	24.0	89.0	0.0	0.0	4.0	0.0	66.0	52.0	69.0	37.0	0.0	12.0	24.0	16.0	15.0	22.0	32.0	18.0	26.0	43.0	5.0	0.0	0.0	0.0	5.0	6.0	77.0	33.0	87.0	208.0	0.0	0.0	0.0	0.0	0.0	7.0	10.0	9.0	7.0	0.0	70.0	104.0	6.0	24.0	10.0	38.0	51.0	26.0	35.0	24.0	144.0	31.0	91.0	112.0	20.0	90.0	12.0	7.0	11.0	15.0
Bacteria;Actinobacteriota;Actinobacteria	72.0	64.0	45.0	54.0	61.0	85.0	38.0	51.0	52.0	70.0	106.0	50.0	45.0	28.0	295.0	151.0	152.0	201.0	141.0	223.0	111.0	203.0	52.0	76.0	159.0	62.0	249.0	172.0	220.0	153.0	88.0	81.0	176.0	116.0	143.0	409.0	198.0	197.0	151.0	433.0	617.0	13.0	310.0	120.0	74.0	73.0	129.0	122.0	58.0	19.0	17.0	21.0	45.0	2.0	91.0	129.0	239.0	126.0	159.0	70.0	27.0	77.0	42.0	174.0	132.0	107.0	189.0	72.0	31.0	107.0	127.0	56.0	94.0	233.0	193.0	102.0	273.0	228.0	24.0	111.0	42.0	10.0	73.0	108.0	67.0	131.0	102.0	109.0	241.0	292.0	88.0	76.0	145.0	64.0	104.0	80.0	114.0	9.0	8.0	10.0	11.0	0.0	103.0	173.0	96.0	118.0	30.0	178.0	143.0	224.0	377.0	122.0	20.0	33.0	35.0	44.0	91.0
;;	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
