# Constructed from biom file
#OTU ID	Villapol_234_B	Villapol_236_B	Villapol_237_B	Villapol_238_B	Villapol_239_B	Villapol_240_B	Villapol_241_B	Villapol_242_B	Villapol_243_B	Villapol_244_B	Villapol_245_B	Villapol_246_B	Villapol_247_B	Villapol_248_B	Villapol_249_B	Villapol_250_B	Villapol_251_B	Villapol_252_B	Villapol_253_B	Villapol_254_B	Villapol_255_B	Villapol_256_B	Villapol_257_B	Villapol_258_B	Villapol_259_B	Villapol_260_B	Villapol_261_B	Villapol_262_B	Villapol_263_B	Villapol_264_B	Villapol_265_B	Villapol_266_B	Villapol_267_B	Villapol_268_B	Villapol_269_B	Villapol_270_B	Villapol_271_B	Villapol_272_B	Villapol_273_B	Villapol_274_B	Villapol_275_B	Villapol_276_B	Villapol_277_B	Villapol_278_B	Villapol_279_B	Villapol_280_B	Villapol_281_B	Villapol_282_B	Villapol_283_B	Villapol_284_B	Villapol_285_B	Villapol_286_B	Villapol_287_B	Villapol_288_B	Villapol_289_B	Villapol_290_B	Villapol_291_B	Villapol_292_B	Villapol_293_B	Villapol_35d_234	Villapol_35d_236	Villapol_35d_237	Villapol_35d_238	Villapol_35d_239	Villapol_35d_240	Villapol_35d_241	Villapol_35d_242	Villapol_35d_243	Villapol_35d_244	Villapol_35d_245	Villapol_35d_246	Villapol_35d_247	Villapol_35d_248	Villapol_35d_249	Villapol_35d_250	Villapol_35d_251	Villapol_35d_252	Villapol_35d_253	Villapol_35d_254	Villapol_35d_255	Villapol_35d_256	Villapol_35d_257	Villapol_35d_258	Villapol_35d_259	Villapol_35d_261	Villapol_35d_262	Villapol_35d_263	Villapol_35d_264	Villapol_35d_265	Villapol_35d_266	Villapol_35d_267	Villapol_35d_268	Villapol_35d_269	Villapol_35d_270	Villapol_35d_271	Villapol_35d_272	Villapol_35d_273	Villapol_35d_274	Villapol_35d_275	Villapol_35d_276	Villapol_35d_277	Villapol_35d_278	Villapol_35d_279	Villapol_35d_280	Villapol_35d_281	Villapol_35d_282	Villapol_35d_283	Villapol_35d_284	Villapol_35d_285	Villapol_35d_286	Villapol_35d_287	Villapol_35d_288	Villapol_35d_289	Villapol_35d_290	Villapol_35d_291	Villapol_35d_292	Villapol_35d_293
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales	2083.0	2111.0	2738.0	3609.0	2647.0	2216.0	2999.0	2223.0	2926.0	4007.0	3944.0	2553.0	3407.0	3701.0	3661.0	3359.0	4112.0	4321.0	3610.0	3158.0	3370.0	2762.0	3590.0	2607.0	3550.0	3612.0	4437.0	2435.0	2794.0	3115.0	2213.0	1086.0	1762.0	1528.0	3747.0	3196.0	2559.0	2898.0	3251.0	2923.0	3423.0	4562.0	4570.0	3887.0	1957.0	2660.0	5048.0	3107.0	2876.0	2257.0	3099.0	3570.0	5299.0	4970.0	1965.0	2052.0	3339.0	2755.0	3574.0	3512.0	1335.0	4632.0	3603.0	5869.0	4320.0	6260.0	4635.0	6912.0	1663.0	3991.0	3734.0	4897.0	4513.0	4858.0	3502.0	6332.0	4418.0	3527.0	4808.0	6771.0	6563.0	7151.0	2533.0	3712.0	3414.0	2620.0	5305.0	4771.0	3981.0	2786.0	5274.0	1575.0	2718.0	3947.0	3228.0	2214.0	2825.0	5506.0	3391.0	3976.0	4002.0	6359.0	3693.0	6415.0	5156.0	3331.0	2385.0	7004.0	4365.0	9036.0	7786.0	6506.0	6856.0	3397.0	7347.0	4583.0	5862.0
Bacteria;Firmicutes;Bacilli;RF39	8.0	36.0	22.0	51.0	6.0	38.0	45.0	20.0	129.0	28.0	14.0	105.0	18.0	44.0	0.0	0.0	0.0	0.0	0.0	12.0	11.0	50.0	19.0	29.0	83.0	20.0	56.0	60.0	51.0	14.0	25.0	6.0	29.0	22.0	6.0	21.0	0.0	19.0	12.0	17.0	8.0	5.0	23.0	97.0	15.0	3.0	18.0	0.0	49.0	28.0	80.0	43.0	113.0	64.0	33.0	14.0	14.0	26.0	34.0	39.0	61.0	36.0	30.0	90.0	2.0	43.0	20.0	164.0	0.0	0.0	0.0	0.0	32.0	60.0	49.0	44.0	48.0	17.0	0.0	60.0	115.0	69.0	10.0	7.0	73.0	0.0	38.0	0.0	16.0	34.0	0.0	0.0	0.0	8.0	34.0	11.0	15.0	10.0	10.0	33.0	54.0	17.0	9.0	40.0	211.0	10.0	27.0	34.0	11.0	54.0	35.0	53.0	34.0	68.0	102.0	81.0	20.0
Bacteria;Firmicutes;Bacilli;Lactobacillales	4016.0	5122.0	3161.0	4100.0	1995.0	3430.0	3627.0	2754.0	3881.0	3760.0	6843.0	4411.0	3413.0	2502.0	9629.0	6018.0	11310.0	6009.0	12173.0	3359.0	4199.0	1866.0	2331.0	2195.0	2212.0	1643.0	3219.0	1605.0	2745.0	3893.0	4577.0	2062.0	5112.0	1748.0	3807.0	3221.0	869.0	4744.0	2119.0	6005.0	10293.0	7598.0	5901.0	10793.0	1081.0	3004.0	1098.0	2920.0	2428.0	1957.0	609.0	3173.0	6865.0	40.0	3958.0	4587.0	2738.0	3990.0	2752.0	3843.0	841.0	1478.0	3691.0	1547.0	1803.0	3475.0	1903.0	559.0	2672.0	4437.0	6610.0	6259.0	2540.0	2805.0	2190.0	3935.0	2480.0	2814.0	1357.0	2489.0	1674.0	41.0	3390.0	1466.0	570.0	2147.0	1118.0	2379.0	1165.0	4117.0	9591.0	1511.0	3533.0	2580.0	4684.0	1745.0	1082.0	3869.0	862.0	386.0	345.0	187.0	4327.0	2366.0	1538.0	1817.0	907.0	1054.0	2641.0	1585.0	3790.0	822.0	5275.0	1253.0	331.0	1680.0	487.0
Bacteria;Firmicutes;Clostridia;Lachnospirales	1977.0	2630.0	1548.0	2024.0	3301.0	2904.0	3292.0	1995.0	4455.0	2527.0	2443.0	5048.0	3654.0	5128.0	2439.0	3978.0	2432.0	3100.0	5036.0	1719.0	2641.0	2744.0	4891.0	4668.0	2805.0	4422.0	2802.0	2652.0	1465.0	2351.0	2966.0	1174.0	962.0	1135.0	4525.0	2480.0	2199.0	1596.0	4634.0	4914.0	6080.0	9086.0	4690.0	5901.0	1460.0	3847.0	4543.0	1726.0	4725.0	7446.0	7001.0	5022.0	8199.0	8266.0	1987.0	679.0	1390.0	2873.0	1338.0	2161.0	2879.0	2639.0	5861.0	2867.0	4263.0	4992.0	3426.0	4727.0	1085.0	3432.0	2647.0	4571.0	2829.0	2146.0	4543.0	2843.0	2938.0	4288.0	4243.0	2763.0	8881.0	7325.0	2155.0	1884.0	2758.0	1088.0	2384.0	6146.0	3338.0	3928.0	3194.0	1406.0	880.0	3167.0	1101.0	1644.0	1378.0	5004.0	4267.0	4796.0	4781.0	8284.0	1900.0	3737.0	5651.0	3452.0	1323.0	1629.0	1523.0	2078.0	2879.0	5183.0	4841.0	1229.0	1752.0	4437.0	1681.0
Bacteria;Firmicutes;Bacilli;Erysipelotrichales	5302.0	6530.0	4361.0	5929.0	8470.0	6716.0	4373.0	5952.0	7188.0	7730.0	5678.0	4545.0	7703.0	4560.0	3491.0	4360.0	2885.0	3344.0	2717.0	5683.0	6281.0	6029.0	4533.0	4439.0	8648.0	5451.0	9281.0	7212.0	8973.0	7436.0	10285.0	7583.0	11613.0	7440.0	10801.0	8566.0	6432.0	6593.0	6737.0	1894.0	1623.0	423.0	3336.0	1564.0	4327.0	6603.0	8140.0	8838.0	6848.0	7573.0	6280.0	5844.0	10419.0	1642.0	10925.0	9273.0	9405.0	7992.0	13126.0	7966.0	4053.0	7732.0	4937.0	8107.0	7196.0	5736.0	8309.0	3499.0	3228.0	7014.0	6832.0	4564.0	7492.0	7360.0	8168.0	5866.0	7735.0	7346.0	4335.0	5848.0	7078.0	4656.0	8067.0	10285.0	9305.0	11427.0	11884.0	8955.0	9182.0	10096.0	5475.0	4127.0	10138.0	10427.0	10030.0	9193.0	8694.0	8414.0	10294.0	7038.0	9253.0	2986.0	8629.0	8639.0	7128.0	6771.0	5088.0	10480.0	6850.0	12660.0	10230.0	6586.0	6333.0	4113.0	7834.0	5966.0	12470.0
Bacteria;Firmicutes;Clostridia;Oscillospirales	526.0	494.0	553.0	674.0	783.0	579.0	951.0	599.0	974.0	584.0	700.0	1084.0	742.0	1222.0	544.0	756.0	588.0	875.0	1149.0	656.0	951.0	825.0	964.0	974.0	898.0	1594.0	1084.0	779.0	471.0	606.0	665.0	298.0	234.0	285.0	1132.0	788.0	722.0	603.0	1252.0	1252.0	1294.0	2122.0	2123.0	1275.0	783.0	973.0	1446.0	318.0	1257.0	1406.0	1736.0	1147.0	2280.0	1793.0	528.0	264.0	486.0	539.0	306.0	713.0	632.0	985.0	1551.0	936.0	940.0	1227.0	976.0	1342.0	245.0	745.0	803.0	1164.0	744.0	469.0	970.0	726.0	878.0	1303.0	1048.0	962.0	2694.0	1850.0	434.0	789.0	904.0	306.0	931.0	1288.0	963.0	1068.0	654.0	257.0	310.0	793.0	509.0	632.0	603.0	1203.0	899.0	1245.0	1101.0	1784.0	444.0	1248.0	1641.0	765.0	410.0	495.0	309.0	451.0	886.0	1102.0	1386.0	371.0	729.0	1399.0	514.0
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales	17.0	30.0	29.0	43.0	55.0	36.0	30.0	37.0	61.0	92.0	98.0	104.0	134.0	96.0	117.0	107.0	110.0	152.0	163.0	112.0	72.0	80.0	47.0	31.0	38.0	25.0	73.0	58.0	94.0	53.0	81.0	53.0	44.0	58.0	79.0	126.0	86.0	106.0	94.0	89.0	107.0	68.0	161.0	69.0	44.0	126.0	97.0	100.0	86.0	176.0	211.0	173.0	312.0	90.0	43.0	49.0	118.0	140.0	85.0	96.0	29.0	61.0	59.0	75.0	65.0	117.0	112.0	156.0	65.0	139.0	96.0	95.0	370.0	780.0	579.0	317.0	803.0	826.0	64.0	93.0	80.0	101.0	35.0	69.0	68.0	106.0	105.0	49.0	146.0	88.0	78.0	58.0	99.0	114.0	63.0	84.0	88.0	98.0	69.0	104.0	99.0	37.0	124.0	178.0	93.0	201.0	71.0	98.0	60.0	189.0	265.0	111.0	221.0	191.0	329.0	256.0	637.0
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales	143.0	431.0	328.0	388.0	185.0	99.0	197.0	234.0	299.0	22.0	23.0	38.0	32.0	39.0	130.0	192.0	135.0	184.0	143.0	433.0	452.0	402.0	489.0	49.0	231.0	151.0	197.0	193.0	171.0	379.0	362.0	106.0	231.0	362.0	526.0	498.0	348.0	501.0	435.0	798.0	736.0	106.0	1438.0	390.0	737.0	555.0	984.0	207.0	1049.0	52.0	31.0	29.0	58.0	50.0	354.0	433.0	414.0	673.0	625.0	129.0	267.0	494.0	355.0	212.0	185.0	165.0	348.0	219.0	0.0	26.0	21.0	43.0	225.0	659.0	643.0	559.0	500.0	305.0	185.0	175.0	314.0	283.0	54.0	47.0	33.0	39.0	42.0	40.0	61.0	225.0	25.0	89.0	645.0	471.0	680.0	361.0	443.0	32.0	56.0	48.0	49.0	43.0	924.0	595.0	654.0	469.0	353.0	39.0	23.0	89.0	166.0	99.0	643.0	334.0	855.0	330.0	648.0
Bacteria;Firmicutes;Clostridia;Clostridia UCG-014	293.0	298.0	342.0	455.0	37.0	123.0	42.0	226.0	346.0	273.0	140.0	89.0	129.0	282.0	175.0	50.0	65.0	168.0	157.0	469.0	326.0	318.0	230.0	308.0	258.0	101.0	759.0	128.0	238.0	486.0	36.0	80.0	36.0	100.0	86.0	77.0	80.0	368.0	73.0	169.0	247.0	137.0	332.0	406.0	76.0	28.0	59.0	15.0	96.0	167.0	171.0	61.0	385.0	210.0	128.0	33.0	174.0	22.0	420.0	77.0	45.0	276.0	149.0	384.0	79.0	232.0	136.0	446.0	34.0	49.0	10.0	71.0	89.0	312.0	281.0	128.0	315.0	127.0	411.0	142.0	287.0	400.0	169.0	161.0	95.0	29.0	117.0	70.0	81.0	12.0	54.0	16.0	26.0	60.0	323.0	9.0	47.0	59.0	118.0	187.0	285.0	157.0	317.0	347.0	350.0	39.0	149.0	208.0	66.0	331.0	325.0	168.0	239.0	382.0	264.0	924.0	42.0
Bacteria;Firmicutes;Clostridia;Peptococcales	0.0	0.0	7.0	6.0	9.0	11.0	7.0	5.0	6.0	7.0	12.0	13.0	4.0	12.0	0.0	9.0	3.0	0.0	0.0	8.0	3.0	7.0	20.0	8.0	0.0	9.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	7.0	3.0	3.0	3.0	14.0	5.0	10.0	17.0	7.0	6.0	5.0	4.0	0.0	6.0	9.0	7.0	19.0	16.0	16.0	22.0	7.0	0.0	3.0	0.0	3.0	4.0	4.0	0.0	7.0	7.0	7.0	8.0	7.0	14.0	0.0	6.0	3.0	16.0	8.0	0.0	7.0	9.0	6.0	9.0	14.0	7.0	22.0	10.0	5.0	5.0	5.0	0.0	3.0	9.0	0.0	3.0	6.0	0.0	0.0	0.0	3.0	0.0	3.0	18.0	8.0	8.0	12.0	18.0	0.0	16.0	7.0	0.0	4.0	0.0	2.0	4.0	15.0	2.0	14.0	6.0	7.0	10.0	7.0
