Percentile	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0
Group	35d	35d	35d	35d	35d	Baseline	Baseline	Baseline	Baseline	Baseline
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae	731.0	2106.0	2820.5	3682.0	7812.0	694.0	1443.0	1846.0	2178.0	3225.0
Bacteria;Firmicutes;Bacilli;RF39;	1.0	11.0	33.5	53.0	212.0	1.0	12.5	22.0	44.5	130.0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae	42.0	1130.75	1861.0	3454.75	9592.0	39.0	2264.0	3414.0	4666.5	12174.0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae	881.0	1943.0	2909.5	4517.25	8867.0	680.0	2003.0	2874.0	4671.5	9087.0
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae	2982.0	5868.75	7554.5	9188.0	12648.0	416.0	4475.0	6531.0	8012.0	13113.0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae	108.0	262.75	365.5	535.5	1448.0	95.0	267.0	377.0	507.5	1334.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae	129.0	338.25	514.5	699.0	2033.0	90.0	343.5	472.0	667.5	1241.0
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae	27.0	65.25	87.0	106.0	157.0	18.0	52.0	82.0	108.0	176.0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae	88.0	243.75	370.0	518.5	1046.0	81.0	237.5	319.0	513.0	1187.0
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Anaerovoracaceae	1.0	12.0	20.5	31.5	92.0	1.0	13.5	23.0	32.0	84.0
Bacteria;Firmicutes;Clostridia;Clostridia UCG-014;	10.0	62.5	146.5	287.5	925.0	16.0	79.5	168.0	296.5	760.0
Bacteria;Firmicutes;Clostridia;Peptococcales;Peptococcaceae	1.0	4.0	7.0	9.75	23.0	1.0	1.0	7.0	10.0	23.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae	277.0	552.0	832.5	1089.5	1623.0	200.0	548.0	792.0	944.5	1754.0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae	1.0	13.25	114.0	317.0	1120.0	1.0	11.0	50.0	204.5	693.0
Bacteria;Firmicutes;Clostridia;Lachnospirales;	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0
Bacteria;;;;	1.0	1.0	6.5	23.5	92.0	1.0	3.5	9.0	19.0	106.0
Bacteria;Firmicutes;Clostridia;Clostridia vadinBB60 group;	40.0	93.5	137.5	208.25	364.0	28.0	87.0	119.0	164.5	280.0
Bacteria;Firmicutes;Clostridia;Oscillospirales;	1.0	1.0	1.0	1.0	4.0	1.0	1.0	1.0	1.0	4.0
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;Akkermansiaceae	1.0	62.0	200.0	530.0	996.0	5.0	161.5	290.0	473.0	963.0
Bacteria;Firmicutes;Clostridia;Monoglobales;Monoglobaceae	1.0	8.0	14.5	32.0	87.0	1.0	20.5	32.0	47.0	236.0
Bacteria;Firmicutes;;;	1.0	1.0	1.0	2.0	53.0	1.0	1.0	1.0	2.0	5.0
Bacteria;Firmicutes;Bacilli;;	1.0	1.0	1.0	2.0	5.0	1.0	1.0	1.0	2.0	10.0
Bacteria;Bacteroidota;Bacteroidia;;	1.0	1.0	1.0	1.0	3.0	1.0	1.0	1.0	1.0	3.0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Sutterellaceae	1.0	6.0	16.5	38.75	209.0	1.0	28.5	49.0	72.5	245.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;	1.0	1.0	1.0	1.0	23.0	1.0	1.0	1.0	1.0	3.0
