"",".sample_name","MouseID","Genotype","Sex","Injury","Treatment","Timepoint","Project","Lactobacillus"
"1","Villapol_35d_289",289,"WT","F","Sham","Vehicle","35d","PAN",6.20981663308144
"2","Villapol_35d_290",290,"WT","F","Sham","Vehicle","35d","PAN",5.91882529930119
"3","Villapol_35d_291",291,"WT","F","Sham","Vehicle","35d","PAN",3.94248026062267
"4","Villapol_35d_292",292,"WT","F","Sham","Vehicle","35d","PAN",4.96827499562455
"5","Villapol_35d_293",293,"WT","F","Sham","Vehicle","35d","PAN",4.37395292689182
