"",".sample_name","MouseID","Genotype","Sex","Injury","Treatment","Timepoint","Project","gasseri"
"1","Villapol_35d_234",234,"WT","M","CCI","PAN","35d","PAN",1.49791359216356
"2","Villapol_35d_236",236,"WT","M","CCI","PAN","35d","PAN",-2.37517460540543
"3","Villapol_35d_237",237,"WT","M","CCI","PAN","35d","PAN",0.752599874136273
"4","Villapol_35d_238",238,"WT","M","CCI","PAN","35d","PAN",1.10903430317437
"5","Villapol_35d_239",239,"WT","M","CCI","PAN","35d","PAN",2.03280044226903
"6","Villapol_35d_240",240,"WT","M","CCI","PAN","35d","PAN",1.93952714124534
"7","Villapol_35d_241",241,"WT","M","CCI","PAN","35d","PAN",2.28210214102129
"8","Villapol_35d_242",242,"WT","M","CCI","PAN","35d","PAN",1.78489425778308
"9","Villapol_35d_243",243,"WT","M","CCI","PAN","35d","PAN",1.88731189048743
