"",".sample_name","MouseID","Genotype","Sex","Injury","Treatment","Timepoint","Project","gasseri"
"1","Villapol_35d_289",289,"WT","F","Sham","Vehicle","35d","PAN",-2.35934922972632
"2","Villapol_35d_290",290,"WT","F","Sham","Vehicle","35d","PAN",-2.02239375344011
"3","Villapol_35d_291",291,"WT","F","Sham","Vehicle","35d","PAN",-2.09053721371263
"4","Villapol_35d_292",292,"WT","F","Sham","Vehicle","35d","PAN",-2.72210647959165
"5","Villapol_35d_293",293,"WT","F","Sham","Vehicle","35d","PAN",-2.06820163135407
