"",".sample_name","MouseID","Genotype","Sex","Injury","Treatment","Timepoint","Project","Lactobacillus"
"1","Villapol_35d_279",279,"WT","F","Sham","PAN","35d","PAN",6.47808025016133
"2","Villapol_35d_280",280,"WT","F","Sham","PAN","35d","PAN",5.41537787151976
"3","Villapol_35d_281",281,"WT","F","Sham","PAN","35d","PAN",5.03408001667746
"4","Villapol_35d_282",282,"WT","F","Sham","PAN","35d","PAN",5.44714029291832
"5","Villapol_35d_283",283,"WT","F","Sham","PAN","35d","PAN",5.594315474013
