"",".sample_name","MouseID","Genotype","Sex","Injury","Treatment","Timepoint","Project","gasseri"
"1","Villapol_35d_279",279,"WT","F","Sham","PAN","35d","PAN",0.0385068505763688
"2","Villapol_35d_280",280,"WT","F","Sham","PAN","35d","PAN",-0.771293823193541
"3","Villapol_35d_281",281,"WT","F","Sham","PAN","35d","PAN",-1.7734945692873
"4","Villapol_35d_282",282,"WT","F","Sham","PAN","35d","PAN",-0.778145843562499
"5","Villapol_35d_283",283,"WT","F","Sham","PAN","35d","PAN",-0.672594084970463
