Percentile	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0
Group	35d	35d	35d	35d	35d	Baseline	Baseline	Baseline	Baseline	Baseline
Bacteria;Bacteroidota	1336.0	3437.0	4392.5	5868.25	9037.0	1087.0	2584.0	3116.0	3612.0	5300.0
Bacteria;Firmicutes	7369.0	14106.0	15265.0	17072.0	21595.0	8916.0	13934.0	15457.0	17469.5	28654.0
Bacteria;Actinobacteriota	38.0	136.75	206.5	301.75	1077.0	69.0	123.5	198.0	275.5	725.0
Bacteria;	1.0	1.0	6.5	23.5	92.0	1.0	3.5	9.0	19.0	106.0
Bacteria;Verrucomicrobiota	1.0	62.0	200.0	530.0	996.0	5.0	161.5	290.0	473.0	963.0
Bacteria;Proteobacteria	1.0	6.0	16.5	38.75	209.0	1.0	28.5	49.0	72.5	245.0
;	1.0	1.0	1.0	1.0	3.0	1.0	1.0	1.0	1.0	3.0
