id	clr	W
;;	-0.05459631061922021	4
Bacteria;;	0.1036857141280727	0
Bacteria;Actinobacteriota;Actinobacteria	-0.5799343287089969	6
Bacteria;Actinobacteriota;Coriobacteriia	-0.561440604953138	8
Bacteria;Bacteroidota;Bacteroidia	0.06349803329898629	3
Bacteria;Firmicutes;	0.13636986199565992	3
Bacteria;Firmicutes;Bacilli	-0.23672091642580195	5
Bacteria;Firmicutes;Clostridia	0.16519473221296188	3
Bacteria;Proteobacteria;Gammaproteobacteria	0.3381851080280196	2
Bacteria;Verrucomicrobiota;Verrucomicrobiae	0.6257587110434586	4
