Percentile	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0
Group	F	F	F	F	F	M	M	M	M	M
Bacteria;Bacteroidota	1087.0	2746.75	3455.5	4165.25	7348.0	1336.0	2924.0	3610.0	4971.0	9037.0
Bacteria;Firmicutes	7369.0	14405.75	15834.5	17539.5	21709.0	9149.0	13593.0	14915.0	16689.0	28654.0
Bacteria;Actinobacteriota	97.0	169.5	226.0	328.0	1077.0	38.0	102.0	178.0	234.0	725.0
Bacteria;	1.0	1.0	7.5	18.25	82.0	1.0	2.0	7.0	26.0	106.0
Bacteria;Verrucomicrobiota	1.0	56.5	192.0	362.0	996.0	1.0	159.0	372.0	549.0	963.0
Bacteria;Proteobacteria	1.0	11.0	25.0	49.25	165.0	1.0	25.0	48.0	79.0	245.0
;	1.0	1.0	1.0	1.0	3.0	1.0	1.0	1.0	1.0	3.0
