id	clr	W
;;;;;	0.14746269649899668	4
Bacteria;;;;;	-0.43458655505063104	2
Bacteria;Actinobacteriota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium	0.6625374864724534	10
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Atopobiaceae;Coriobacteriaceae UCG-002	-1.5401073702099808	78
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Coriobacteriales Incertae Sedis;	0.18156210272564755	6
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;	-0.17758235635803254	7
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;Asaccharobacter	0.1995659255973341	5
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;Enterorhabdus	0.06865045020397842	4
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;Parvibacter	0.10615667178359756	4
Bacteria;Bacteroidota;Bacteroidia;;;	0.15759932420170086	5
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;;	-0.07931549108778935	5
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides	0.27109166679108654	4
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;	-0.1559457250194871	17
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Muribaculum	-0.208769696759052	6
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes	0.1842851641436507	3
Bacteria;Firmicutes;;;;	0.08785635900915612	3
Bacteria;Firmicutes;Bacilli;;;	0.148803595217458	3
Bacteria;Firmicutes;Bacilli;Acholeplasmatales;Acholeplasmataceae;Anaeroplasma	0.29534666574522883	2
Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Sporosarcina	0.14398831308414373	3
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;;	0.04655160686837867	4
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelatoclostridiaceae;	0.4079902491577685	3
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelatoclostridiaceae;Candidatus Stoquefichus	0.16066031165507466	5
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelatoclostridiaceae;Erysipelatoclostridium	0.09757819023717701	2
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;	-0.16851861833085657	1
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Dubosiella	1.493756829181479	85
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Faecalibaculum	-0.9515424823511722	0
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Ileibacterium	-1.8655935198275677	93
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Turicibacter	0.6849996880351181	54
Bacteria;Firmicutes;Bacilli;Lactobacillales;;	0.15539453103029333	4
Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Atopostipes	0.31794107081555323	3
Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus	0.03484981855612057	4
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;	0.22584748866620208	2
